,e1,relation,e2,date,predictions
348,Citizen (India),Accuse,Medical Personnel (India),2014-01-20,"['Refugee (Chad)', 'Andrej Kiska', 'Criminal (Guatemala)', 'Scholar (Nigeria)', 'Kevin Rudd', 'Foreign Affairs (United States)', 'Member of Parliament (India)', 'Citizen (Mauritania)', 'Government (Kenya)', 'Citizen (India)']"
349,Military (Mexico),Use conventional military force,Criminal (Mexico),2014-04-07,"['Justice and Development Party', 'Military Personnel (Paraguay)', 'Ryoo Kihl-jae', 'Government Official (Azerbaijan)', 'Military (Mexico)', 'People Associated with the Opposition (Bahrain)', 'Bhutan', 'Population (Angola)', 'Somsavat Lengsava', 'Amnesty International']"
350,Criminal (Mexico),Use unconventional violence,Military (Mexico),2014-09-20,"['Ireland', 'Uhuru', '""Military (Cote d\\\'Ivoire)""', 'Criminal (Mexico)', 'Inter-Services Intelligence', 'Indigenous People (Greece)', 'Hassan Joho', 'Head of Government (Qatar)', 'Ministry (Afghanistan)', 'Police (Ethiopia)']"
351,Japan,Engage in negotiation,South Korea,2014-07-02,"['South Korea', 'South Sudan', 'Ashraf Ghani Ahmadzai', 'Japan', 'Algirdas Butkevičius', 'Josh Earnest', 'Kyoto University', 'Fumio Kishida', 'Afghanistan', 'Jonathan Greenert']"
352,Vietnam,Accuse,China,2014-05-05,"['China', 'Other Authorities / Officials (China)', 'John Kerry', 'Military Personnel (Uganda)', 'Vietnam', 'Inter-Services Intelligence', 'Malaysia', 'Kyoto University', 'Afghanistan', 'Sadayuki Sakakibara']"
353,Japan,Express intent to meet or negotiate,North Korea,2014-06-30,"['North Korea', 'National Unity Party (Somalia)', 'Kim Jong-Un', 'Governor (Yemen)', 'Japan', 'Myanmar', '""Criminal (Hell\\\'s Angels)""', 'Catherine Ashton', 'Head of Government (Egypt)', 'Morocco']"
354,Philippines,Expel or deport individuals,Musa Cerantonio,2014-07-14,"['Kim Jong-Un', 'Hun Sen', 'Musa Cerantonio', 'Romania', 'Interfax', 'Legislature (South Africa)', 'Philippines', 'Hunter (Nigeria)', 'Government (France)', 'Legislature (Argentina)']"
355,Naval (Bangladesh),"Arrest, detain, or charge with legal action",Fishermen (India),2014-12-10,"['Police (Benin)', '""Awami (People\\\'s) League""', 'Men (United Kingdom)', 'Hezbollah', 'Businessperson (United Kingdom)', 'Colombia', 'Uhuru', 'Leopoldo Dominico Petilla', 'Education Ministry (United Arab Emirates)', 'Naval (Bangladesh)']"
356,Citizen (Nigeria),Accuse,Government (Nigeria),2014-07-23,"['Congress of South African Trade Unions', 'Anabela Rodrigues', 'Carrie Lam', 'Government (Nigeria)', 'Citizen (Nigeria)', 'Daniel Scioli', 'Oman', 'Foreign Affairs (Hungary)', 'Ethiopia', 'Head of Government (India)']"
357,Nuri al-Maliki,Threaten,Militant (Iraq),2014-06-18,"['Information Ministry (India)', 'Citizen (Venezuela)', 'Abdul Aziz', 'Nuri al-Maliki', 'Democratic Party (Nigeria)', 'Special Rapporteurs of the United Nations', 'Xi Jinping', 'Government (United States)', 'Citizen (Brazil)', 'United Russia']"
358,Fumio Kishida,Make statement,China,2014-11-12,"['China', 'Citizen (Unidentified State Actor)', 'Raúl Castro', 'South Africa', 'Fumio Kishida', 'Ivan Gasparovic', 'Medical Personnel (Jordan)', 'Party Member (Afghanistan)', 'Citizen (Yemen)', 'Emrullah Isler']"
359,China,Express intent to meet or negotiate,Iran,2014-04-17,"['Government (Pakistan)', 'Member of the Judiciary (Nigeria)', '""Citizen (Cote d\\\'Ivoire)""', 'Health Ministry (Syria)', 'Military (Mozambique)', 'Defense / Security Ministry (Nigeria)', 'Media (Africa)', 'China', 'Iran', 'Labor Union (India)']"
360,John Kerry,Meet at a 'third' location,Sergey Viktorovich Lavrov,2014-01-13,"['Foreign Affairs (United States)', 'Antonis Samaras', 'Massoud Barzani', 'Treasury/Finance Ministry (Bangladesh)', 'Greenpeace', 'Citizen (Brazil)', 'Legislature (South Africa)', 'People Associated with the Opposition (Sri Lanka)', 'John Kerry', 'Alexander Lukashevich']"
361,Cabinet / Council of Ministers / Advisors (United States),Consult,Haider Al-Abadi,2014-09-11,"['Haider Al-Abadi', 'Military Personnel - Special (United States)', 'Head of Government (Ukraine)', 'Terrorist Leader (Syria)', 'Hun Sen', 'Cabinet / Council of Ministers / Advisors (United States)', 'Independent Democratic Action', 'Head of Government (Tajikistan)', 'Yemi Osinbajo', 'Foreign Affairs (Ukraine)']"
362,Philippines,Consult,Thailand,2014-06-21,"['Thailand', 'Special Rapporteurs of the United Nations', 'Tajikistan', 'International Court of Justice', 'Governor (Japan)', 'Philippines', 'Agence France-Presse', 'Police (Ethiopia)', 'Government (Kenya)', 'Criminal (Guatemala)']"
363,Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-04-06,"['Foreign Affairs (United States)', 'Sergey Viktorovich Lavrov', 'Army Personnel (Egypt)', 'Citizen (Germany)', 'Women (Australia)', 'Representatives (Slovakia)', 'Police (Australia)', 'Independent High Electoral Commission', 'Government (United States)', 'Business (Bulgaria)']"
364,Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-11-20,"['Cabinet / Council of Ministers / Advisors (United States)', 'Indigenous People (Greece)', 'Member of Parliament (South Africa)', 'Employee (Kenya)', 'Cynthia Ligeard', 'Mikhail Margelov', 'Cristina Fernández de Kirchner', 'Legislature (Italy)', 'Citizen (South Korea)', 'Sergey Viktorovich Lavrov']"
365,China,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2014-03-06,"['Augustine Alegeh', 'Iran', 'Criminal (Brazil)', 'John Kerry', 'Abdel Fattah Al-Sisi', 'Thailand', 'China', 'Head of Government (Germany)', 'Mohammad Javad Zarif', 'Tamar Beruchashvili']"
366,Algirdas Butkevičius,Consult,Alexei Miller,2014-02-11,"['Alexei Miller', 'Suleiman Abba', 'New Zealand', '""Uganda People\\\'s Defence Force""', 'Kidnapper (Indonesia)', 'Head of Government (Senegal)', 'Legislature (Italy)', 'Algirdas Butkevičius', 'Kevin Rudd', 'Azubuike Ihejirika']"
367,Iran,Host a visit,Catherine Ashton,2014-05-31,"['Veterans (United States)', 'Greenpeace', 'Presidential Press Service (Nigeria)', 'Business (Bulgaria)', 'Activist (Syria)', 'International Court of Justice', 'Iran', 'Verkhovna Rada', 'Sudan', 'Mohammad Javad Zarif']"
368,Police (Philippines),Make statement,Philippines,2014-09-30,"['United Arab Emirates', 'Victor Ponta', 'Philippines', 'Education (United States)', 'Ministry (France)', 'Member of Parliament (Germany)', 'Armed Forces of the Republic of Armenia', 'Police (Philippines)', 'Media (Africa)', 'Kuwait']"
369,China,Consult,Japan,2014-11-16,"['Japan', 'Mbhazima Samuel Shilowa', 'National Council for Peace and Order of Thailand', 'Election Commission (India)', 'Head of Government (Poland)', 'Member of the Judiciary (Turkey)', 'Slovenia', 'China', 'Niger', 'Military (Middle East)']"
370,Japan,Host a visit,Barack Obama,2014-02-18,"['Bank (Iran)', 'Citizen (Brazil)', 'Angela Merkel', 'Barack Obama', 'Sheikh Hamad bin Isa al Khalifah', 'Israeli Defense Forces', 'Sudan', 'Ma Ying Jeou', 'Children (Israel)', 'Japan']"
371,South Korea,Make statement,North Korea,2014-04-30,"['Mahinda Rajapaksa', 'North Korea', 'Interfax', 'Villager (India)', 'Member of Parliament (India)', 'Tarun Gogoi', 'Other Authorities / Officials (China)', 'Congo', 'South Korea', 'Sindh High Court']"
372,Sergey Kuzhugetovich Shoygu,Consult,Chuck Hagel,2014-03-20,"['Chuck Hagel', 'Citizen (Brazil)', 'Head of Government (Ethiopia)', 'Khalid bin Ali Al Khalifa', 'Interfax', 'Election Commission (India)', 'Sergey Kuzhugetovich Shoygu', 'Inter-Services Intelligence', 'Citizen (Greece)', 'Kisii']"
373,Victor Ponta,Make statement,Daniel Constantin,2014-06-24,"['Army National Guard (Venezuela)', 'Agence France-Presse', '""Awami (People\\\'s) League""', 'Police (Libya)', 'Air Force (Iraq)', 'Hezbollah', 'Treasury/Finance Ministry (Bangladesh)', 'Josh Earnest', 'Legislature (Italy)', 'Victor Ponta']"
374,Ashraf Ghani Ahmadzai,Consult,Abdullah Abdullah,2014-07-16,"['Abdullah Abdullah', 'Defense / Security Ministry (Nigeria)', 'Member of Parliament (Russia)', 'Togo', 'Chief Court Judge (Malaysia)', 'Progressive Movement', 'Court Judge (Yemen)', 'Umar al Bashir', 'Ashraf Ghani Ahmadzai', 'Trade Union Congress']"
375,Citizen (Australia),Use unconventional violence,Police (Australia),2014-09-24,"['Election Commission (India)', 'Police (Australia)', 'Men (United Kingdom)', 'Food and Agriculture Organization', 'Citizen (Australia)', 'Student (Venezuela)', 'Party Member (Jordan)', 'Defense / Security Ministry (Nigeria)', 'Toomas Hendrik Ilves', 'Sadayuki Sakakibara']"
376,Benjamin Netanyahu,Accuse,Yair Lapid,2014-12-03,"['Nabih Berri', 'Armed Gang (Afghanistan)', 'Employee (Jordan)', 'Benjamin Netanyahu', 'Djibouti', 'Cabinet / Council of Ministers / Advisors (United States)', 'Federica Mogherini', 'Student (Iraq)', 'City Mayor (Bosnia and Herzegovina)', 'Women (Israel)']"
377,Jean Qahwaji,Consult,Marwan Charbel,2014-02-13,"['Public Prosecutor (Greece)', 'Secret Agent (Philippines)', 'Paul Kagame', 'Eugene Wamalwa', 'All India Sikh Students Federation', 'Jean Qahwaji', 'Mauritius', 'Military (El Salvador)', 'Head of Government (Ukraine)', 'Government (Sweden)']"
378,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-03-09,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
379,China,Express intent to cooperate,Thailand,2014-12-19,"['Media Personnel (Iran)', 'Mary Robinson', 'Indigenous People (Syria)', 'China', 'Party Member (Afghanistan)', 'Israeli Defense Forces', 'South Africa', 'Arab Israelis', 'Public Prosecutor (Greece)', 'Frank Bainimarama']"
380,South Korea,Engage in diplomatic cooperation,Japan,2014-07-16,"['Japan', 'Government Official (Japan)', 'Defense / Security Ministry (Nigeria)', 'South Korea', 'Angola', 'Arseniy Yatsenyuk', 'Party Member (Afghanistan)', 'France', 'Philip Hammond', 'Illegal Immigrant (Kenya)']"
381,Boko Haram,fight with small arms and light weapons,Citizen (Nigeria),2014-09-17,"['Head of Government (Nigeria)', 'Ministry (Nigeria)', 'Labor Union (India)', 'Cabinet / Council of Ministers / Advisors (Senegal)', 'Citizen (Nigeria)', 'Sikh (India)', 'Nasser Judeh', 'Citizen (Yemen)', 'Boko Haram', 'Trade Union Congress']"
382,South Africa,Sign formal agreement,China,2014-12-05,"['China', 'Abdul Aziz', 'Hezbollah', 'Mikhail Margelov', 'Citizen (Namibia)', 'South Africa', 'Combatant (Syrian Kurds)', 'Foreign Affairs (Israel)', 'Foreign Affairs (Macedonia)', 'City Mayor (South Africa)']"
383,Barack Obama,Make statement,North Korea,2014-04-01,"['Mahinda Rajapaksa', 'North Korea', 'Interfax', 'Villager (India)', 'Member of Parliament (India)', 'Tarun Gogoi', 'Other Authorities / Officials (China)', 'Barack Obama', 'Congo', 'Sindh High Court']"
384,Iran,Host a visit,Catherine Ashton,2014-03-07,"['Veterans (United States)', 'Greenpeace', 'Presidential Press Service (Nigeria)', 'Business (Bulgaria)', 'Activist (Syria)', 'International Court of Justice', 'Iran', 'Verkhovna Rada', 'Sudan', 'Mohammad Javad Zarif']"
385,Police (Namibia),Make an appeal or request,Citizen (Namibia),2014-05-23,"['Armed Rebel (Syria)', 'Michael Sata', 'Citizen (Namibia)', 'Chuck Hagel', 'Congress (United States)', 'Citizen (South Korea)', 'Foreign Affairs (Liberia)', 'Gideon Gono', 'Police (Namibia)', 'Citizen (Bulgaria)']"
386,Raheel Sharif,Consult,Zaheerul Islam,2014-10-16,"['Zaheerul Islam', 'Guerrilla (Revolutionary Armed Forces of Colombia)', 'Organized Crime (Holy See (Vatican City State))', 'Military Personnel (Thailand)', 'Yemi Osinbajo', 'Raheel Sharif', 'Mikhail Margelov', 'Ministry (Malaysia)', 'Democratic Force', 'Campbell Newman']"
387,Cristina Fernández de Kirchner,Criticize or denounce,Media Personnel (Argentina),2014-09-30,"['Treasury/Finance Ministry (Saudi Arabia)', 'Foreign Affairs (Czech Republic)', 'Tahirul Qadri', 'Military Academy (North Korea)', 'Murtala Nyako', 'Slovenia', 'Cristina Fernández de Kirchner', 'Akja Nuberdiyeva', 'William ole Ntimama', 'Carrie Lam']"
388,Xi Jinping,Consult,Barack Obama,2014-02-21,"['Barack Obama', 'Trade Union Congress', 'Sheikh Hamad bin Isa al Khalifah', 'Citizen (Brazil)', 'Isaias Afewerki', 'Xi Jinping', 'Head of Government (China)', 'Ministry (Venezuela)', 'Ministry (Egypt)', 'Massoud Barzani']"
389,Iran,Express intent to meet or negotiate,Iraq,2014-12-03,"['Environment Department/Ministry (Ukraine)', 'China', 'Catherine Ashton', 'Djibouti', 'James Wani Igga', 'Marziyeh Afkham', 'Foreign Affairs (Hungary)', 'Defense / Security Ministry (Nigeria)', 'Iran', 'Lloyd Austin']"
390,China,Make an appeal or request,South Korea,2014-07-28,"['South Korea', 'Independent Corrupt Practices Commission', 'Xi Jinping', 'Julie Bishop', 'Abhisit Vejjajiva', 'Businessperson (Italy)', 'Member of Parliament (South Africa)', 'Interfax', 'Head of Government (Egypt)', 'China']"
391,Police (Kenya),Provide humanitarian aid,Citizen (Kenya),2014-05-07,"['Ma Ying Jeou', 'Dmitry Anatolyevich Medvedev', 'Morgan Tsvangirai', 'Police (Burundi)', 'Tarun Gogoi', 'Police (Kenya)', 'Massoud Barzani', 'Armed Rebel (Syria)', 'People Associated with the Opposition (Argentina)', 'Mohamed Ould Boilil']"
392,Government (France),Make an appeal or request,Air France,2014-08-28,"['Poland', 'Police (Kyrgyzstan)', 'Military of Hungary', 'Business (Canada)', 'Congo', 'Government (France)', 'Head of Government (Mexico)', 'Election Commission (Afghanistan)', 'Shahin Mustafayev', 'Refugee (Chad)']"
393,Xi Jinping,Engage in negotiation,Barack Obama,2014-10-18,"['Barack Obama', 'Citizen (Yemen)', 'Business (Poland)', 'Xi Jinping', 'Ministry (Liberia)', 'Ivan Gasparovic', 'Morgan Tsvangirai', 'Head of Government (Mexico)', 'Medical Personnel (India)', 'Member of Parliament (Germany)']"
394,North Korea,Criticize or denounce,Japan,2014-11-28,"['Japan', 'Abdul Aziz', 'Prem Tinsulanonda', 'Royal Thai Police', 'Serbia', 'North Korea', 'Military Academy (North Korea)', 'Government Official (Japan)', 'Vietnam', 'Arseniy Yatsenyuk']"
395,North Korea,Criticize or denounce,South Korea,2014-11-28,"['South Korea', '""Citizen (Cote d\\\'Ivoire)""', 'Macky Sall', 'European Central Bank', 'Morocco', 'Pakistan Tehreek-e-Insaf', 'Business (Russia)', 'Prayuth Chan-ocha', 'National Anti-Corruption Commission (Thailand)', 'North Korea']"
396,Sergey Viktorovich Lavrov,Consult,John Kerry,2014-02-22,"['John Kerry', 'Akja Nuberdiyeva', 'Legislature (Czech Republic)', 'Muhammadu Buhari', 'Criminal (Italy)', 'Lawyer/Attorney (Argentina)', 'South Korea', 'Head of Government (Nigeria)', 'Kyoto University', 'Sergey Viktorovich Lavrov']"
397,Militant (Nigeria),Use unconventional violence,Citizen (Nigeria),2014-11-14,"['Citizen (Nigeria)', 'Political Parties (Haiti)', 'Government (Pakistan)', 'Arseniy Yatsenyuk', 'Citizen (South Korea)', 'Herve Ladsous', 'Militant (Nigeria)', 'Men (Tajikistan)', 'Ministry (Tunisia)', 'Mohammad Javad Zarif']"
398,Paraguay,"Arrest, detain, or charge with legal action",Medical Personnel (Brazil),2014-08-19,"['Member of the Judiciary (United Kingdom)', 'Government (Nepal)', 'Dmitry Anatolyevich Medvedev', 'Paraguay', 'Detainee (Lebanon)', 'Konstantin Dolgov', 'Ministry (Venezuela)', 'Criminal (Somalia)', 'Head of Government (Egypt)', 'Head of Government (Brazil)']"
399,North Korea,Engage in negotiation,Japan,2014-10-04,"['Japan', 'Josh Earnest', 'Barack Obama', 'Kuwait', 'Ministry (France)', 'North Korea', 'Christian Democratic Union', 'Cleric (Iraq)', 'Vietnam', 'Party Member (Taiwan)']"
400,Japan,Express intent to meet or negotiate,China,2014-06-30,"['China', 'Colombia', 'Togo', 'Kuwait', 'Japan', 'Bank (Albania)', 'Dinka', 'Head of Government (Poland)', 'The Standard', 'Thailand']"
401,Thief (India),Use unconventional violence,Citizen (India),2014-10-19,"['Citizen (India)', 'United Russia', 'Religion (India)', 'Criminal (Italy)', 'Thief (India)', 'Combatant (Islamic State of Iraq and the Levant)', 'Military Personnel (Canada)', 'Xi Jinping', 'Prem Tinsulanonda', 'Dmitry Anatolyevich Medvedev']"
402,Viktor Orban,Praise or endorse,Citizen (Hungary),2014-11-21,"['Legislature (Argentina)', 'Michael Sata', 'Congress of South African Trade Unions', 'South Sudan', 'Viktor Orban', 'Airline (Canada)', 'Citizen (Hungary)', 'María Ángela Holguín', 'Citizen (Togo)', 'Government Official (Japan)']"
403,South Sudan,Host a visit,Umar al Bashir,2014-01-21,"['Businessperson (Italy)', 'Irakli Alasania', 'John Dramani Mahama', 'Congress of South African Trade Unions', 'Moro Islamic Liberation Front', 'Fire Brigade (Australia)', 'Raheel Sharif', 'South Sudan', 'Men (Pakistan)', 'Military (China)']"
404,Police (Kenya),Use conventional military force,Citizen (Kenya),2014-02-27,"['Businessperson (Italy)', 'Citizen (Brazil)', 'Massoud Barzani', 'Citizen (Kenya)', 'Criminal (Italy)', 'Lawyer/Attorney (Kenya)', 'Police (Kenya)', 'Nuri al-Maliki', 'Benjamin Netanyahu', 'Police (Canada)']"
405,Nahas Angula,Accuse,Election Commission (Namibia),2014-01-28,"['Martin Stropnický', 'Newspaper (Japan)', 'Tamar Beruchashvili', 'Nahas Angula', 'Criminal (Mexico)', 'Lawyer/Attorney (Argentina)', 'Business (Russia)', 'Party of Regions', 'Businessperson (Philippines)', 'International Court of Justice']"
406,Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-11-04,"['Evangelos Venizelos', 'Royal Administration (Spain)', 'Macky Sall', 'Police (Egypt)', 'Yamfwa Mukanga', 'Carrie Lam', 'Laos', 'Foreign Affairs (Russia)', 'Lawyer/Attorney (Egypt)', 'Other Authorities / Officials (Egypt)']"
407,Police (Israel),Use conventional military force,"Children (Palestinian Territory, Occupied)",2014-11-21,"['Benjamin Netanyahu', 'Lawyer/Attorney (Zambia)', 'Progressive Party (Nigeria)', '""Uganda People\\\'s Defence Force""', 'Foreign Affairs (Czech Republic)', 'Hamas', 'Mevlut Cavusoglu', 'Ireland', 'Police (Israel)', 'Party Member (Zambia)']"
408,Police (Hong Kong),Physically assault,Protester (Hong Kong),2014-10-15,"['Student (Hong Kong)', 'Mohammad Javad Zarif', 'Finance / Economy / Commerce / Trade Ministry (Canada)', 'Protester (Hong Kong)', 'Member of Parliament (Australia)', 'Special Rapporteurs of the United Nations', 'Police (Hong Kong)', 'Muslim (Afghanistan)', 'Political Parties (Haiti)', 'Abdullah Gül']"
409,Armenia,Make an appeal or request,Armed Forces of the Republic of Armenia,2014-08-02,"['Keriako Tobiko', 'Military (Lebanon)', 'Citizen (United Kingdom)', 'Royal Administration (Spain)', 'Party Member (Azerbaijan)', 'Cabinet / Council of Ministers / Advisors (Senegal)', 'Police (Bulgaria)', 'Armenia', 'Efkan Ala', 'Citizen (Greece)']"
410,Citizen (India),Express intent to meet or negotiate,Head of Government (India),2014-12-16,"['Citizen (Germany)', 'European Parliament', 'Citizen (South Korea)', 'Muslim (Afghanistan)', 'Hassan Joho', 'Medical Personnel (Jordan)', 'Women (Israel)', 'Majid Takht Ravanchi', 'Citizen (India)', 'Criminal (Bangladesh)']"
411,Mohammad Javad Zarif,Consult,Catherine Ashton,2014-11-20,"['Catherine Ashton', 'Court Judge (Nigeria)', 'Abdul Aziz', 'Head of Government (Qatar)', 'Criminal (Tanzania)', 'Information Ministry (India)', 'Mohammad Javad Zarif', 'Israeli Defense Forces', 'Toomas Hendrik Ilves', 'Romania']"
412,Victoria Nuland,Consult,Yulia Tymoshenko,2014-10-07,"['Yulia Tymoshenko', 'Militant (Turkey)', '""Citizen (Cote d\\\'Ivoire)""', 'Victoria Nuland', 'Military (Argentina)', 'Interfax', 'Chuck Hagel', 'Kyoto University', 'Foreign Affairs (Macedonia)', 'Main Opposition (Turkey)']"
413,Barack Obama,Express intent to cooperate,François Hollande,2014-06-20,"['Haider Al-Abadi', 'François Hollande', 'Jack Dempsey', 'Business (Bulgaria)', 'Heydar Aliyev', 'Colombia', 'Business (Poland)', 'Employee (India)', 'Barack Obama', 'African Union']"
414,Japan,Host a visit,Barack Obama,2014-04-19,"['Bank (Iran)', 'Citizen (Brazil)', 'Angela Merkel', 'Barack Obama', 'Sheikh Hamad bin Isa al Khalifah', 'Israeli Defense Forces', 'Sudan', 'Ma Ying Jeou', 'Children (Israel)', 'Japan']"
415,Xi Jinping,Consult,John Kerry,2014-02-14,"['John Kerry', 'Akja Nuberdiyeva', 'Legislature (Czech Republic)', 'Muhammadu Buhari', 'Criminal (Italy)', 'Lawyer/Attorney (Argentina)', 'South Korea', 'Head of Government (Nigeria)', 'Kyoto University', 'Xi Jinping']"
416,Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-10-14,"['Cabinet / Council of Ministers / Advisors (United States)', 'Indigenous People (Greece)', 'Member of Parliament (South Africa)', 'Employee (Kenya)', 'Cynthia Ligeard', 'Mikhail Margelov', 'Cristina Fernández de Kirchner', 'Legislature (Italy)', 'Citizen (South Korea)', 'Sergey Viktorovich Lavrov']"
417,John Kerry,Meet at a 'third' location,Sergey Viktorovich Lavrov,2014-04-02,"['Foreign Affairs (United States)', 'Antonis Samaras', 'Massoud Barzani', 'Treasury/Finance Ministry (Bangladesh)', 'Greenpeace', 'Citizen (Brazil)', 'Legislature (South Africa)', 'People Associated with the Opposition (Sri Lanka)', 'John Kerry', 'Alexander Lukashevich']"
418,Police (Philippines),Make statement,Criminal (Philippines),2014-02-15,"['Communist Party of India', 'Abdirahman Ducaale Bayle', 'Criminal (Philippines)', 'Other Authorities / Officials (Libya)', 'Police (Philippines)', 'Foreign Affairs (Liberia)', 'Ukrinform', 'Legislature (Argentina)', 'Muhammadu Buhari', 'Toomas Hendrik Ilves']"
419,Tehrik-i-Taliban Pakistan,Use conventional military force,Education (Pakistan),2014-12-22,"['Oman', 'Evangelos Venizelos', 'Prayuth Chan-ocha', 'Tamar Beruchashvili', 'Ministry (Nigeria)', 'Criminal (Australia)', 'Tehrik-i-Taliban Pakistan', 'Chris Murphy', 'Education Ministry (United Arab Emirates)', 'Militant (Turkey)']"
420,Sergey Viktorovich Lavrov,Express intent to cooperate,John Kerry,2014-04-10,"['John Kerry', 'Armed Rebel (Ukraine)', 'Cabinet / Council of Ministers / Advisors (United States)', 'Bank (Iran)', 'Government (Sweden)', 'Michael Sata', 'Sergey Viktorovich Lavrov', 'Didier Burkhalter', 'Malaysia', 'Media Personnel (Iran)']"
421,Iraq,Engage in diplomatic cooperation,Iran,2014-06-02,"['Iran', 'Legislature (Libya)', '""Uganda People\\\'s Defence Force""', 'Men (United States)', 'Eugene Wamalwa', 'Military Personnel (Bahrain)', 'Legislature (Argentina)', 'City Mayor (South Africa)', 'Iraq', 'Businessperson (Italy)']"
422,Police (Philippines),Make statement,Criminal (Philippines),2014-08-04,"['Communist Party of India', 'Abdirahman Ducaale Bayle', 'Criminal (Philippines)', 'Other Authorities / Officials (Libya)', 'Police (Philippines)', 'Foreign Affairs (Liberia)', 'Ukrinform', 'Legislature (Argentina)', 'Muhammadu Buhari', 'Toomas Hendrik Ilves']"
423,Abdullah Abdullah,Criticize or denounce,Ashraf Ghani Ahmadzai,2014-06-06,"['Japan Self-Defense Forces', 'Sergey Kuzhugetovich Shoygu', 'Abdul Aziz', 'Israeli Defense Forces', 'Tajikistan', 'Lawmaker (Indonesia)', 'Ashraf Ghani Ahmadzai', 'Head of Government (Poland)', 'International Monetary Fund', 'Abdullah Abdullah']"
424,Sergey Viktorovich Lavrov,Consult,John Kerry,2014-03-16,"['John Kerry', 'Akja Nuberdiyeva', 'Legislature (Czech Republic)', 'Muhammadu Buhari', 'Criminal (Italy)', 'Lawyer/Attorney (Argentina)', 'South Korea', 'Head of Government (Nigeria)', 'Kyoto University', 'Sergey Viktorovich Lavrov']"
425,Police (Ukraine),Use conventional military force,Rioter (Ukraine),2014-02-19,"['Lawyer/Attorney (United Kingdom)', 'Professor (Fiji)', 'Mevlut Cavusoglu', 'Men (Jordan)', 'Vojislav Šešelj', 'Armed Gang (Singapore)', 'Police (Ukraine)', 'Government (Sudan)', 'Lawmaker (Iraq)', 'Media (Africa)']"
426,Citizen (India),Criticize or denounce,Election Commission (India),2014-05-12,"['Military Personnel - Special (Algeria)', 'Iran', 'Media (Africa)', 'Election Commission (India)', 'Citizen (India)', 'Frank Mba', 'Mujahideen (Somalia)', 'UN Security Council', 'Protester (Ukraine)', 'Lawyer/Attorney (Turkey)']"
427,Citizen (India),Accuse,Medical Personnel (India),2014-04-28,"['Refugee (Chad)', 'Andrej Kiska', 'Criminal (Guatemala)', 'Scholar (Nigeria)', 'Kevin Rudd', 'Foreign Affairs (United States)', 'Member of Parliament (India)', 'Citizen (Mauritania)', 'Government (Kenya)', 'Citizen (India)']"
428,Boko Haram,fight with small arms and light weapons,Citizen (Nigeria),2014-07-24,"['Head of Government (Nigeria)', 'Ministry (Nigeria)', 'Labor Union (India)', 'Cabinet / Council of Ministers / Advisors (Senegal)', 'Citizen (Nigeria)', 'Sikh (India)', 'Nasser Judeh', 'Citizen (Yemen)', 'Boko Haram', 'Trade Union Congress']"
429,Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-02-12,"['Foreign Affairs (United States)', 'Sergey Viktorovich Lavrov', 'Army Personnel (Egypt)', 'Citizen (Germany)', 'Women (Australia)', 'Representatives (Slovakia)', 'Police (Australia)', 'Independent High Electoral Commission', 'Government (United States)', 'Business (Bulgaria)']"
430,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-09-15,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
431,Citizen (Nigeria),Accuse,Government (Nigeria),2014-12-20,"['Congress of South African Trade Unions', 'Anabela Rodrigues', 'Carrie Lam', 'Government (Nigeria)', 'Citizen (Nigeria)', 'Daniel Scioli', 'Oman', 'Foreign Affairs (Hungary)', 'Ethiopia', 'Head of Government (India)']"
432,North Korea,Criticize or denounce,South Korea,2014-01-23,"['South Korea', '""Citizen (Cote d\\\'Ivoire)""', 'Macky Sall', 'European Central Bank', 'Morocco', 'Pakistan Tehreek-e-Insaf', 'Business (Russia)', 'Prayuth Chan-ocha', 'National Anti-Corruption Commission (Thailand)', 'North Korea']"
433,Iraq,Engage in diplomatic cooperation,Iran,2014-12-31,"['Iran', 'Legislature (Libya)', '""Uganda People\\\'s Defence Force""', 'Men (United States)', 'Eugene Wamalwa', 'Military Personnel (Bahrain)', 'Legislature (Argentina)', 'City Mayor (South Africa)', 'Iraq', 'Businessperson (Italy)']"
