,e1,relation,e2,date,predictions
84,Pakistan Tehreek-e-Insaf,Make an appeal or request,Government (Pakistan),2014-01-28,"['Government (Pakistan)', 'Dmitry Anatolyevich Medvedev', 'Military (Kazakhstan)', 'Ministry of Shipping (India)', 'Settler (Israel)', 'Criminal (Tanzania)', 'Legislature (Libya)', 'Uhuru Muigai Kenyatta', 'Interfax', 'Moro Islamic Liberation Front']"
85,Ministry (Nigeria),Make statement,Government (Nigeria),2014-11-19,"['Benjamin Netanyahu', 'National Council for Peace and Order of Thailand', 'Citizen (United Kingdom)', 'Military Personnel (Bahrain)', 'Ashraf Ghani Ahmadzai', 'Citizen (Bangladesh)', 'Intelligence (United States)', 'Lawyer/Attorney (Philippines)', 'Foreign Affairs (Venezuela)', 'People Associated with the Opposition (Ukraine)']"
86,Ram Paswan,Make an appeal or request,Citizen (India),2014-05-04,"['Citizen (India)', 'Religion (India)', 'Cabinet / Council of Ministers / Advisors (Senegal)', 'Tajikistan', 'Police (Burundi)', 'Pavlo Klimkin', 'Associated Press', 'Hamas', 'Head of Government (Egypt)', 'Business (Bulgaria)']"
87,Fumio Kishida,Praise or endorse,Didier Burkhalter,2014-02-04,"['Didier Burkhalter', 'Governor (India)', 'Colombia', 'Vitali Klitschko', 'Foreign Affairs (Hungary)', 'Moro Islamic Liberation Front', 'Giorgio Napolitano', 'North Korea', 'Head of Government (Ukraine)', 'Other Authorities / Officials (Philippines)']"
88,Head of Government (China),Appeal for diplomatic cooperation (such as policy support),Myanmar,2014-11-14,"['High Commission for Refugees', 'Government Official (Japan)', 'Military (Argentina)', 'Scientist (China)', 'Myanmar', 'Criminal (Australia)', 'Member of the Judiciary (Bangladesh)', 'Barack Obama', 'Military Personnel (Libya)', 'Chief Court Judge (Angola)']"
89,International Monetary Fund,Make statement,Slovenia,2014-01-17,"['Ministry (Afghanistan)', 'Citizen (Yemen)', 'Businessperson (Italy)', 'Al Jazeera', 'Citizen (India)', 'Citizen (Uganda)', 'Armed Gang (United States)', 'Police (Tanzania)', 'Slovenia', 'Presidential Candidate (Afghanistan)']"
90,Abdel Fattah Al-Sisi,Sign formal agreement,Xi Jinping,2014-12-23,"['New Zealand', 'Xi Jinping', 'Hamas', 'Foreign Affairs (Liberia)', 'Media (Qatar)', 'Governor (Democratic Republic of Congo)', 'Media Personnel (Poland)', 'Court Judge (Yemen)', 'Defense / Security Ministry (Ukraine)', 'Police (Benin)']"
91,Philippines,"Arrest, detain, or charge with legal action",University of the Philippines,2014-08-10,"['Newspaper (Japan)', 'Military Personnel (Canada)', 'Children (Zimbabwe)', 'Yoshitaka Shindo', 'Detainee (Brazil)', 'Serbia', 'Police (Belgium)', 'Joseph Robinette Biden', 'Kuwait', 'Anabela Rodrigues']"
92,Iraq,Host a visit,Nuri al-Maliki,2014-06-13,"['Businessperson (United Kingdom)', 'Ministry (Liberia)', 'Congress of South African Trade Unions', 'Tajikistan', 'Company - Owner or Operator (Nigeria)', 'Nuri al-Maliki', 'Akja Nuberdiyeva', 'Hezbollah', 'Other Authorities / Officials (Guinea)', 'Military Personnel - Special (Mexico)']"
93,Rights Activist (United States),Praise or endorse,China,2014-06-25,"['China', 'Men (United States)', 'Bhutan', 'Kim Jong-Un', 'Victor Ponta', 'Agence France-Presse', 'Head of Government (Ukraine)', 'High Commission for Refugees', 'Government (United States)', 'All India Sikh Students Federation']"
94,Kashim Shettima,Make statement,Government (Nigeria),2014-04-04,"['Benjamin Netanyahu', 'National Council for Peace and Order of Thailand', 'Citizen (United Kingdom)', 'Military Personnel (Bahrain)', 'Ashraf Ghani Ahmadzai', 'Citizen (Bangladesh)', 'Intelligence (United States)', 'Lawyer/Attorney (Philippines)', 'Foreign Affairs (Venezuela)', 'People Associated with the Opposition (Ukraine)']"
95,Police (South Korea),"Arrest, detain, or charge with legal action",Citizen (South Korea),2014-06-22,"['Citizen (Brazil)', 'Food and Agriculture Organization', 'Citizen (South Korea)', 'Citizen (Thailand)', 'Military Personnel (Canada)', 'Citizen (North Korea)', 'Environment Department/Ministry (Jordan)', 'Fumio Kishida', 'Men (Pakistan)', 'Government (Sweden)']"
96,Police (Australia),Confiscate property,Citizen (Australia),2014-08-01,"['Police (Australia)', 'Inter-Services Intelligence', 'Businessperson (Czech Republic)', 'Citizen (Australia)', 'Cambodia', 'Governor (Kenya)', 'Men (United States)', 'Vojislav Šešelj', 'Israeli Defense Forces', 'Bhutan']"
97,Benjamin Netanyahu,Consult,John Kerry,2014-07-24,"['John Kerry', 'Akja Nuberdiyeva', 'Legislature (Czech Republic)', 'Muhammadu Buhari', 'Criminal (Italy)', 'Lawyer/Attorney (Argentina)', 'South Korea', 'Head of Government (Nigeria)', 'Kyoto University', 'Military (South Sudan)']"
98,Lawyer/Attorney (Argentina),Investigate,Lazarus Baez,2014-07-28,"['Employee (India)', 'Municipal Court (Czech Republic)', 'Veterans (United States)', '""Citizen (Cote d\'Ivoire)""', 'Protester (Paraguay)', 'Arab Israelis', 'François Hollande', 'Pierre Laurent', 'Myanmar', 'Andris Piebalgs']"
99,Labor Union (Philippines),Accuse,Member of Parliament (Philippines),2014-11-24,"['János Áder', 'Congress of South African Trade Unions', 'New Zealand', 'Party President (Turkey)', 'Airline (Canada)', 'Party Member (Zambia)', 'Togo', 'Director General (Rwanda)', 'Police (Tanzania)', 'Men (India)']"
100,Government (Syria),Sign formal agreement,Armed Rebel (Syria),2014-05-02,"['Toomas Hendrik Ilves', 'Barack Obama', 'Foreign Affairs (Senegal)', 'Government (Syria)', 'Head of Government (Egypt)', 'Sergey Kuzhugetovich Shoygu', 'Inspector General (Colombia)', 'Government Official (United Kingdom)', 'Defense / Security Ministry (Ukraine)', 'Benjamin Netanyahu']"
101,Local Media (Argentina),Consult,Daniel Scioli,2014-12-05,"['Daniel Scioli', 'Main Opposition (Turkey)', 'Police (Egypt)', 'Emrullah Isler', 'Al Jazeera', 'Ombudsman (Georgia)', 'People Associated with the Opposition (Ukraine)', 'Association of Southeast Asian Nations', 'Agence France-Presse', 'Defense / Security Ministry (Nigeria)']"
102,Mulatu Teshome,Make statement,Ethiopia,2014-08-25,"['Ethiopia', 'Main Opposition (Greece)', 'Ministry (Angola)', 'Employee (India)', 'Member of the Judiciary (South Korea)', 'Military (France)', 'Mevlut Cavusoglu', 'Education (United States)', 'City Mayor (South Africa)', 'International Government Organizations']"
103,Nguyen Phu Trong,Make a visit,Vietnam,2014-08-29,"['Vietnam', 'Energy Department/Ministry (Iran)', 'Chief of Staff (Tunisia)', 'Men (Argentina)', 'Citizen (South Korea)', 'Municipal Court (Czech Republic)', 'Lawyer/Attorney (Kenya)', 'Citizen (Bulgaria)', 'Evangelos Venizelos', 'Foreign Affairs (United States)']"
104,Murderer (Nigeria),Kill by physical assault,Citizen (Nigeria),2014-01-13,"['Citizen (Nigeria)', 'Intelligence (United States)', 'Boko Haram', 'Ministry (Czech Republic)', 'Treasury/Finance Ministry (Thailand)', 'Interfax', 'Foreign Affairs (Venezuela)', 'Shrien Dewani', 'Panfilio Lacson', 'Foreign Affairs (Italy)']"
105,Oluṣẹgun Ọbasanjọ,Cooperate economically,African Union,2014-11-19,"['Tarun Gogoi', 'Media Personnel (Iran)', 'African Union', 'Kyoto University', 'Armenia', 'Nasser Judeh', 'Joachim Gauck', 'Combatant (Syrian Kurds)', 'Protester (Hong Kong)', 'Morgan Tsvangirai']"
106,Member of Parliament (India),Make statement,Planning Commission (India),2014-08-17,"['Michael D. Higgins', 'Police (Hong Kong)', 'Alfred Mutua', 'Head of Government (Egypt)', 'Indigenous People (Nigeria)', 'Ministry (Egypt)', 'Criminal (Venezuela)', 'Member of the Judiciary (Bangladesh)', 'Businessperson (Italy)', 'Sergey Kuzhugetovich Shoygu']"
107,Catherine Ashton,Consult,Iran,2014-04-07,"['Iran', 'Justice and Development Party', '""Uganda People\'s Defence Force""', 'Food and Agriculture Organization', 'Media (Africa)', 'Simbarashe Mumbengegwi', 'Men (United States)', 'Josh Earnest', 'Government (United States)', 'High Commission for Refugees']"
108,China,Make an appeal or request,Media (Spain),2014-05-22,"['Yemi Osinbajo', 'Heydar Aliyev', 'Armed Gang (Thailand)', 'Ma Ying Jeou', 'Police (Greece)', 'Cambodia', 'Women (Hong Kong)', 'Business (Bulgaria)', 'Member of Legislative (Govt) (Lebanon)', 'Citizen (United Kingdom)']"
109,Ministry (Philippines),Express intent to meet or negotiate,Philippines,2014-07-29,"['Julie Bishop', 'Democratic Party (Nigeria)', 'Foreign Affairs (Ukraine)', 'Police (Tanzania)', 'Ministry (Liberia)', 'Nurse (Venezuela)', 'Svoboda', 'Gideon Gono', 'Citizen (Brazil)', 'Citizen (Sudan)']"
110,Lawyer/Attorney (United Kingdom),Investigate,Citizen (United Kingdom),2014-08-13,"['Medical Personnel (Jordan)', 'Citizen (United Kingdom)', 'Businessperson (Italy)', 'Indigenous People (Syria)', 'Abdirahman Ducaale Bayle', 'Congress of South African Trade Unions', 'Armed Gang (United States)', 'Arseniy Yatsenyuk', 'Israeli Defense Forces', 'Royal Administration (Jordan)']"
111,Business (Iran),Make statement,Afghanistan,2014-08-13,"['Lawmaker (Indonesia)', 'Agence France-Presse', 'Military (El Salvador)', 'Afghanistan', 'Defense / Security Ministry (Ukraine)', 'Military (North Korea)', 'Raúl Castro', 'Public Prosecutor (Greece)', 'Foreign Affairs (Liberia)', 'City Mayor (Philippines)']"
112,Emeka Ihedioha,Express intent to cooperate,Citizen (Nigeria),2014-06-16,"['Citizen (Nigeria)', 'Citizen (Belgium)', 'Kidnapper (Argentina)', 'Newspaper (Japan)', 'Foreign Affairs (Italy)', 'Hemant Soren', 'Democratic Party (Nigeria)', 'Ijaw Youth Council', 'Iran', 'Royal Administration (Spain)']"
113,Iraq,Provide aid,Foreign Affairs (Russia),2014-04-09,"['Foreign Affairs (Russia)', 'Other Authorities / Officials (China)', 'Ion Iliescu', 'Alexander Lukashevich', 'Benjamin Netanyahu', 'John Kerry', 'Central Military Commission', 'Citizen (Turkey)', 'Member of Parliament (South Africa)', 'Government Official (Japan)']"
114,Kamalesh Sharma,Praise or endorse,Government (Nigeria),2014-07-31,"['Government (Nigeria)', 'City Mayor (Bosnia and Herzegovina)', 'Police (Burundi)', 'François Hollande', 'Akja Nuberdiyeva', 'Police (Belgium)', 'Foreign Affairs (United States)', 'Children (Israel)', 'Criminal (Guatemala)', 'Insurgent (Afghanistan)']"
115,Government (Nigeria),Cooperate economically,Boko Haram,2014-10-24,"['Boko Haram', 'Foreign Affairs (Latvia)', 'Citizen (South Korea)', 'Citizen (India)', 'Jeff Seeney', 'Manuel Nunes Júnior', 'Media (Zimbabwe)', 'Foreign Affairs (Liberia)', 'Agence France-Presse', 'Other Authorities / Officials (Romania)']"
116,Baldev Singh,Complain officially,Citizen (India),2014-06-02,"['Citizen (India)', 'Election Commission (India)', 'Citizen (Yemen)', 'Togo', 'Victor Ponta', 'Citizen (Nigeria)', 'Carrie Lam', 'Legislature (Romania)', 'Kyoto University', 'Media (Africa)']"
117,Ministry (Kuwait),Host a visit,Ona,2014-03-22,"['Member of Legislative (Govt) (Iran)', 'Defense / Security Ministry (Egypt)', 'Government (Ecuador)', 'Newspaper (Japan)', 'Oluṣẹgun Ọbasanjọ', 'Ministry (Tunisia)', 'Khalid bin Ali Al Khalifa', 'Company - Owner or Operator (Italy)', 'Inter-Services Intelligence', 'Military (Turkey)']"
118,North Atlantic Treaty Organization,Employ aerial weapons,Afghanistan,2014-10-13,"['Abdelilah Benkirane', 'Cabinet / Council of Ministers / Advisors (United States)', 'Yu Zhengsheng', 'Insurgent (Afghanistan)', 'Election Commission (India)', 'Party of Regions', 'Kyoto University', 'Ashraf Ghani Ahmadzai', 'Mohammad Javad Zarif', 'Afghanistan']"
119,Other Authorities / Officials (Nigeria),Make statement,Government (Nigeria),2014-11-28,"['Benjamin Netanyahu', 'National Council for Peace and Order of Thailand', 'Citizen (United Kingdom)', 'Military Personnel (Bahrain)', 'Ashraf Ghani Ahmadzai', 'Citizen (Bangladesh)', 'Intelligence (United States)', 'Lawyer/Attorney (Philippines)', 'Foreign Affairs (Venezuela)', 'People Associated with the Opposition (Ukraine)']"
120,Pham Binh Minh,Consult,Foreign Affairs (Slovakia),2014-03-27,"['Foreign Affairs (Slovakia)', 'People Associated with the Opposition (Bahrain)', 'Military Personnel (Thailand)', 'Other Authorities / Officials (Philippines)', 'Foreign Affairs (Liberia)', 'Guatemala', 'Foreign Affairs (Russia)', 'Trade Union Congress', 'Militant (International)', 'Media (Zimbabwe)']"
121,United Arab Emirates,Express intent to release persons or property,Qatar,2014-11-16,"['Qatar', 'New Zealand', 'Zhang Dejiang', 'Cabinet / Council of Ministers / Advisors (Somalia)', 'Farm Worker (Thailand)', 'Armed Rebel (Ukraine)', 'Ministry (Madagascar)', 'Delyan Peevski', 'Interfax', 'Police (Benin)']"
122,Majid Takht Ravanchi,Praise or endorse,Government (Austria),2014-04-10,"['Progressive Party (Nigeria)', 'Activist (Syria)', 'Interfax', 'High Ranking Military Personnel (Jordan)', 'Dino Melaye', 'Other Authorities / Officials (Egypt)', 'Guinea', 'News Editor (Nigeria)', 'Detainee (Rwanda)', 'Military Personnel - Special (Algeria)']"
123,Police (Australia),Accuse,Citizen (Australia),2014-05-13,"['Robert Hughes', 'Armed Rebel (Turkish Kurds)', 'Citizen (United Kingdom)', 'Xi Jinping', 'Secret Agent (Philippines)', 'Police (Hong Kong)', 'Military (Argentina)', 'Bangladesh Nationalist Party', 'Media (India)', 'Government (Sudan)']"
124,Member of Parliament (Iraq),Make statement,UN Security Council,2014-09-26,"['UN Security Council', 'People Associated with the Opposition (Bahrain)', 'Member of Parliament (India)', 'Laos', 'Citizen (Brazil)', 'Citizen (Greece)', 'Businessperson (Mauritania)', 'Combatant (Iraqi Kurds)', 'Interfax', 'Malawi']"
125,Drug Gang (Mexico),fight with small arms and light weapons,Military (Mexico),2014-03-16,"['Head of Government (China)', 'Ivan Gasparovic', 'William Ruto', 'Trade Union Congress', 'Military Personnel (Paraguay)', 'Colombia', 'Abhisit Vejjajiva', 'Didier Burkhalter', 'Member of the Judiciary (Nigeria)', 'Abdel Fattah Al-Sisi']"
126,Barack Obama,Express intent to meet or negotiate,Citizen (International),2014-01-24,"['Member of Parliament (India)', 'Laos', 'Dmitry Anatolyevich Medvedev', 'Court Judge (Nigeria)', 'Citizen (United Kingdom)', 'Togo', 'Mbhazima Samuel Shilowa', 'Treasury/Finance Ministry (Thailand)', 'Royal Thai Police', 'Serbia']"
127,Aladdin Boroujerdi,Make statement,Iran,2014-02-18,"['Iran', 'Head of Government (South Korea)', 'Government Official (Japan)', 'Court Judge (Kenya)', 'Citizen (South Korea)', 'Media (Saudi Arabia)', 'Nasser Judeh', 'Paul Kagame', 'Ashraf Ghani Ahmadzai', 'Head of Government (China)']"
128,Catherine Ashton,Make statement,ITAR TASS,2014-10-20,"['Military Personnel (France)', 'Milos Zeman', 'Kidnapper (Indonesia)', 'Mary Robinson', 'Citizen (Brazil)', 'Citizen (Venezuela)', 'Asylum Seeker (Chile)', 'Hassan Joho', 'Election Commission (India)', 'Kyoto University']"
129,Abdel Fattah Al-Sisi,Consult,Giorgio Napolitano,2014-11-26,"['Shura Council', 'Giorgio Napolitano', 'Colombia', 'Canada', 'Josh Earnest', 'Michael Sata', 'Other Authorities / Officials (Egypt)', 'Citizen (Tanzania)', 'Governor (Yemen)', 'Shiv Sena']"
130,Court Judge (Nigeria),Reject,Citizen (Nigeria),2014-12-18,"['Citizen (Nigeria)', 'Business (Bulgaria)', 'Massoud Barzani', 'People Associated with the Opposition (Bahrain)', 'Agence France-Presse', 'Human Rights Watch', 'Lawmaker (Indonesia)', 'Boko Haram', 'Abdirahman Ducaale Bayle', 'Member of Parliament (Germany)']"
131,Chuck Hagel,Make statement,Afghanistan,2014-12-06,"['Lawmaker (Indonesia)', 'Agence France-Presse', 'Military (El Salvador)', 'Afghanistan', 'Defense / Security Ministry (Ukraine)', 'Military (North Korea)', 'Raúl Castro', 'Public Prosecutor (Greece)', 'Foreign Affairs (Liberia)', 'City Mayor (Philippines)']"
132,Angola,Praise or endorse,Sudan,2014-01-15,"['Sudan', 'Oleh Lyashko', 'Sergey Kuzhugetovich Shoygu', 'South Sudan', 'Citizen (Bulgaria)', 'Robert Menendez', 'Mikhail Margelov', 'Michael Sata', 'Villager (India)', 'Ministry (Venezuela)']"
133,Mike Pence,Consult,Benjamin Netanyahu,2014-12-29,"['Benjamin Netanyahu', 'Takeshi Onaga', 'Government (Argentina)', 'Other Authorities / Officials (Lebanon)', 'Military Personnel (Afghanistan)', 'Tamar Beruchashvili', 'Head of Government (China)', 'Foreign Affairs (Ukraine)', 'Ministry of Mining (Zimbabwe)', 'Togo']"
134,Citizen (Nigeria),Engage in symbolic act,Ogbeni Rauf Aregbesola,2014-11-27,"['Party of Regions', 'International Government Organizations', 'Bangladesh Nationalist Party', 'Foreign Affairs (Norway)', 'Congress (Philippines)', 'Police (Malaysia)', 'Governor (Papua New Guinea)', 'Member of Parliament (Germany)', 'Martin Stropnický', 'Fumio Kishida']"
135,Arnaud Montebourg,Make statement,France,2014-08-25,"['France', 'Military Personnel (Mali)', 'Combatant (Egypt)', 'Member of Parliament (Australia)', 'Afghanistan', 'Colombia', 'Vietnam', 'Somsavat Lengsava', 'Ma Ying Jeou', 'Philippines']"
136,Citizen (Tanzania),Make an appeal or request,Tanzania Investment Centre,2014-07-22,"['Denis Napthine', 'Citizen (Tanzania)', 'Activist (Syria)', 'China', 'Intelligence Officer (Philippines)', 'Indigenous People (Tanzania)', 'People Associated with the Opposition (Bahrain)', 'Media (China)', 'Envoy (United Kingdom)', 'Party Member (Japan)']"
137,Police (Portugal),"Arrest, detain, or charge with legal action",Criminal (Portugal),2014-11-24,"['Benazir Bhutto', 'Main Opposition (Fiji)', 'Head of Government (Poland)', 'Business (Russia)', 'Bolivia', 'Defense / Security Ministry (Nigeria)', 'Separatist Leader (Thailand)', 'Foreign Affairs (Italy)', 'Robert Hughes', 'Citizen (Mali)']"
138,African Union,Make a visit,Sudan,2014-05-13,"['Sudan', 'Mouloud Hamrouche', 'Liberal Democratic Party of Russia', 'Tahirul Qadri', 'International Government Organizations', 'Barnaba Marial Benjamin', 'Toomas Hendrik Ilves', 'Jamil Mahuad', 'Angela Merkel', 'Special Rapporteurs of the United Nations']"
139,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),Sudan,2014-04-18,"['Lawyer/Attorney (South Korea)', 'Liyel Imoke', 'Romania', 'Election Commission (Afghanistan)', 'Kisii', 'Democratic Party (Nigeria)', 'Business (Uruguay)', 'Terrorist Leader (Libya)', 'Media Personnel (Australia)', 'Head of Government (South Korea)']"
140,Haider Al-Abadi,Make statement,National Alliance (Iraq),2014-09-12,"['Progressive Party (Nigeria)', 'Cameroon', '""Citizen (Cote d\'Ivoire)""', 'South Sudan', 'Military (El Salvador)', 'Raheel Sharif', 'Imran Khan', 'Congress of South African Trade Unions', 'Medical Personnel (Guinea-Bissau)', 'University of Cape Town']"
141,China,Make statement,Thailand,2014-12-24,"['Thailand', 'Government (Kenya)', 'Agence France-Presse', 'Citizen (Bangladesh)', 'Other Authorities / Officials (Nigeria)', 'Afghanistan', 'Military (China)', 'Women (Israel)', 'Member of Parliament (Australia)', 'Theresa May']"
