,e1,relation,e2,date,predictions
84,International Monetary Fund,Make statement,Slovenia,2014-01-17,"['Ministry (Afghanistan)', 'Citizen (Yemen)', 'Businessperson (Italy)', 'Al Jazeera', 'Citizen (India)', 'Citizen (Uganda)', 'Armed Gang (United States)', 'Police (Tanzania)', 'Slovenia', 'Presidential Candidate (Afghanistan)']"
85,Abdel Fattah Al-Sisi,Sign formal agreement,Xi Jinping,2014-12-23,"['New Zealand', 'Xi Jinping', 'Hamas', 'Foreign Affairs (Liberia)', 'Media (Qatar)', 'Governor (Democratic Republic of Congo)', 'Media Personnel (Poland)', 'Court Judge (Yemen)', 'Defense / Security Ministry (Ukraine)', 'Police (Benin)']"
86,Philippines,"Arrest, detain, or charge with legal action",University of the Philippines,2014-08-10,"['Newspaper (Japan)', 'Military Personnel (Canada)', 'Children (Zimbabwe)', 'Yoshitaka Shindo', 'Detainee (Brazil)', 'Serbia', 'Police (Belgium)', 'Joseph Robinette Biden', 'Kuwait', 'Anabela Rodrigues']"
87,Iraq,Host a visit,Nuri al-Maliki,2014-06-13,"['Businessperson (United Kingdom)', 'Ministry (Liberia)', 'Congress of South African Trade Unions', 'Tajikistan', 'Company - Owner or Operator (Nigeria)', 'Nuri al-Maliki', 'Akja Nuberdiyeva', 'Hezbollah', 'Other Authorities / Officials (Guinea)', 'Military Personnel - Special (Mexico)']"
88,Rights Activist (United States),Praise or endorse,China,2014-06-25,"['China', 'Men (United States)', 'Bhutan', 'Kim Jong-Un', 'Victor Ponta', 'Agence France-Presse', 'Head of Government (Ukraine)', 'High Commission for Refugees', 'Government (United States)', 'All India Sikh Students Federation']"
89,Kashim Shettima,Make statement,Government (Nigeria),2014-04-04,"['Benjamin Netanyahu', 'National Council for Peace and Order of Thailand', 'Citizen (United Kingdom)', 'Military Personnel (Bahrain)', 'Ashraf Ghani Ahmadzai', 'Citizen (Bangladesh)', 'Intelligence (United States)', 'Lawyer/Attorney (Philippines)', 'Foreign Affairs (Venezuela)', 'People Associated with the Opposition (Ukraine)']"
90,Police (South Korea),"Arrest, detain, or charge with legal action",Citizen (South Korea),2014-06-22,"['Citizen (Brazil)', 'Food and Agriculture Organization', 'Citizen (South Korea)', 'Citizen (Thailand)', 'Military Personnel (Canada)', 'Citizen (North Korea)', 'Environment Department/Ministry (Jordan)', 'Fumio Kishida', 'Men (Pakistan)', 'Government (Sweden)']"
91,Benjamin Netanyahu,Consult,John Kerry,2014-07-24,"['John Kerry', 'Akja Nuberdiyeva', 'Legislature (Czech Republic)', 'Muhammadu Buhari', 'Criminal (Italy)', 'Lawyer/Attorney (Argentina)', 'South Korea', 'Head of Government (Nigeria)', 'Kyoto University', 'Military (South Sudan)']"
92,Lawyer/Attorney (Argentina),Investigate,Lazarus Baez,2014-07-28,"['Employee (India)', 'Municipal Court (Czech Republic)', 'Veterans (United States)', '""Citizen (Cote d\\\'Ivoire)""', 'Protester (Paraguay)', 'Arab Israelis', 'François Hollande', 'Pierre Laurent', 'Myanmar', 'Andris Piebalgs']"
93,Labor Union (Philippines),Accuse,Member of Parliament (Philippines),2014-11-24,"['János Áder', 'Congress of South African Trade Unions', 'New Zealand', 'Party President (Turkey)', 'Airline (Canada)', 'Party Member (Zambia)', 'Togo', 'Director General (Rwanda)', 'Police (Tanzania)', 'Men (India)']"
94,Local Media (Argentina),Consult,Daniel Scioli,2014-12-05,"['Daniel Scioli', 'Main Opposition (Turkey)', 'Police (Egypt)', 'Emrullah Isler', 'Al Jazeera', 'Ombudsman (Georgia)', 'People Associated with the Opposition (Ukraine)', 'Association of Southeast Asian Nations', 'Agence France-Presse', 'Defense / Security Ministry (Nigeria)']"
95,Mulatu Teshome,Make statement,Ethiopia,2014-08-25,"['Ethiopia', 'Main Opposition (Greece)', 'Ministry (Angola)', 'Employee (India)', 'Member of the Judiciary (South Korea)', 'Military (France)', 'Mevlut Cavusoglu', 'Education (United States)', 'City Mayor (South Africa)', 'International Government Organizations']"
96,Nguyen Phu Trong,Make a visit,Vietnam,2014-08-29,"['Vietnam', 'Energy Department/Ministry (Iran)', 'Chief of Staff (Tunisia)', 'Men (Argentina)', 'Citizen (South Korea)', 'Municipal Court (Czech Republic)', 'Lawyer/Attorney (Kenya)', 'Citizen (Bulgaria)', 'Evangelos Venizelos', 'Foreign Affairs (United States)']"
97,Murderer (Nigeria),Kill by physical assault,Citizen (Nigeria),2014-01-13,"['Citizen (Nigeria)', 'Intelligence (United States)', 'Boko Haram', 'Ministry (Czech Republic)', 'Treasury/Finance Ministry (Thailand)', 'Interfax', 'Foreign Affairs (Venezuela)', 'Shrien Dewani', 'Panfilio Lacson', 'Foreign Affairs (Italy)']"
98,Oluṣẹgun Ọbasanjọ,Cooperate economically,African Union,2014-11-19,"['Tarun Gogoi', 'Media Personnel (Iran)', 'African Union', 'Kyoto University', 'Armenia', 'Nasser Judeh', 'Joachim Gauck', 'Combatant (Syrian Kurds)', 'Protester (Hong Kong)', 'Morgan Tsvangirai']"
99,Member of Parliament (India),Make statement,Planning Commission (India),2014-08-17,"['Michael D. Higgins', 'Police (Hong Kong)', 'Alfred Mutua', 'Head of Government (Egypt)', 'Indigenous People (Nigeria)', 'Ministry (Egypt)', 'Criminal (Venezuela)', 'Member of the Judiciary (Bangladesh)', 'Businessperson (Italy)', 'Sergey Kuzhugetovich Shoygu']"
100,Catherine Ashton,Consult,Iran,2014-04-07,"['Iran', 'Justice and Development Party', '""Uganda People\\\'s Defence Force""', 'Food and Agriculture Organization', 'Media (Africa)', 'Simbarashe Mumbengegwi', 'Men (United States)', 'Josh Earnest', 'Government (United States)', 'High Commission for Refugees']"
101,China,Make an appeal or request,Media (Spain),2014-05-22,"['Yemi Osinbajo', 'Heydar Aliyev', 'Armed Gang (Thailand)', 'Ma Ying Jeou', 'Police (Greece)', 'Cambodia', 'Women (Hong Kong)', 'Business (Bulgaria)', 'Member of Legislative (Govt) (Lebanon)', 'Citizen (United Kingdom)']"
102,Ministry (Philippines),Express intent to meet or negotiate,Philippines,2014-07-29,"['Julie Bishop', 'Democratic Party (Nigeria)', 'Foreign Affairs (Ukraine)', 'Police (Tanzania)', 'Ministry (Liberia)', 'Nurse (Venezuela)', 'Svoboda', 'Gideon Gono', 'Citizen (Brazil)', 'Citizen (Sudan)']"
103,Lawyer/Attorney (United Kingdom),Investigate,Citizen (United Kingdom),2014-08-13,"['Medical Personnel (Jordan)', 'Citizen (United Kingdom)', 'Businessperson (Italy)', 'Indigenous People (Syria)', 'Abdirahman Ducaale Bayle', 'Congress of South African Trade Unions', 'Armed Gang (United States)', 'Arseniy Yatsenyuk', 'Israeli Defense Forces', 'Royal Administration (Jordan)']"
104,Business (Iran),Make statement,Afghanistan,2014-08-13,"['Lawmaker (Indonesia)', 'Agence France-Presse', 'Military (El Salvador)', 'Afghanistan', 'Defense / Security Ministry (Ukraine)', 'Military (North Korea)', 'Raúl Castro', 'Public Prosecutor (Greece)', 'Foreign Affairs (Liberia)', 'City Mayor (Philippines)']"
105,Emeka Ihedioha,Express intent to cooperate,Citizen (Nigeria),2014-06-16,"['Citizen (Nigeria)', 'Citizen (Belgium)', 'Kidnapper (Argentina)', 'Newspaper (Japan)', 'Foreign Affairs (Italy)', 'Hemant Soren', 'Democratic Party (Nigeria)', 'Ijaw Youth Council', 'Iran', 'Royal Administration (Spain)']"
106,Iraq,Provide aid,Foreign Affairs (Russia),2014-04-09,"['Foreign Affairs (Russia)', 'Other Authorities / Officials (China)', 'Ion Iliescu', 'Alexander Lukashevich', 'Benjamin Netanyahu', 'John Kerry', 'Central Military Commission', 'Citizen (Turkey)', 'Member of Parliament (South Africa)', 'Government Official (Japan)']"
107,Kamalesh Sharma,Praise or endorse,Government (Nigeria),2014-07-31,"['Government (Nigeria)', 'City Mayor (Bosnia and Herzegovina)', 'Police (Burundi)', 'François Hollande', 'Akja Nuberdiyeva', 'Police (Belgium)', 'Foreign Affairs (United States)', 'Children (Israel)', 'Criminal (Guatemala)', 'Insurgent (Afghanistan)']"
108,Government (Nigeria),Cooperate economically,Boko Haram,2014-10-24,"['Boko Haram', 'Foreign Affairs (Latvia)', 'Citizen (South Korea)', 'Citizen (India)', 'Jeff Seeney', 'Manuel Nunes Júnior', 'Media (Zimbabwe)', 'Foreign Affairs (Liberia)', 'Agence France-Presse', 'Other Authorities / Officials (Romania)']"
109,Baldev Singh,Complain officially,Citizen (India),2014-06-02,"['Citizen (India)', 'Election Commission (India)', 'Citizen (Yemen)', 'Togo', 'Victor Ponta', 'Citizen (Nigeria)', 'Carrie Lam', 'Legislature (Romania)', 'Kyoto University', 'Media (Africa)']"
110,Ministry (Kuwait),Host a visit,Ona,2014-03-22,"['Member of Legislative (Govt) (Iran)', 'Defense / Security Ministry (Egypt)', 'Government (Ecuador)', 'Newspaper (Japan)', 'Oluṣẹgun Ọbasanjọ', 'Ministry (Tunisia)', 'Khalid bin Ali Al Khalifa', 'Company - Owner or Operator (Italy)', 'Inter-Services Intelligence', 'Military (Turkey)']"
111,North Atlantic Treaty Organization,Employ aerial weapons,Afghanistan,2014-10-13,"['Abdelilah Benkirane', 'Cabinet / Council of Ministers / Advisors (United States)', 'Yu Zhengsheng', 'Insurgent (Afghanistan)', 'Election Commission (India)', 'Party of Regions', 'Kyoto University', 'Ashraf Ghani Ahmadzai', 'Mohammad Javad Zarif', 'Afghanistan']"
112,Other Authorities / Officials (Nigeria),Make statement,Government (Nigeria),2014-11-28,"['Benjamin Netanyahu', 'National Council for Peace and Order of Thailand', 'Citizen (United Kingdom)', 'Military Personnel (Bahrain)', 'Ashraf Ghani Ahmadzai', 'Citizen (Bangladesh)', 'Intelligence (United States)', 'Lawyer/Attorney (Philippines)', 'Foreign Affairs (Venezuela)', 'People Associated with the Opposition (Ukraine)']"
113,Pham Binh Minh,Consult,Foreign Affairs (Slovakia),2014-03-27,"['Foreign Affairs (Slovakia)', 'People Associated with the Opposition (Bahrain)', 'Military Personnel (Thailand)', 'Other Authorities / Officials (Philippines)', 'Foreign Affairs (Liberia)', 'Guatemala', 'Foreign Affairs (Russia)', 'Trade Union Congress', 'Militant (International)', 'Media (Zimbabwe)']"
114,United Arab Emirates,Express intent to release persons or property,Qatar,2014-11-16,"['Qatar', 'New Zealand', 'Zhang Dejiang', 'Cabinet / Council of Ministers / Advisors (Somalia)', 'Farm Worker (Thailand)', 'Armed Rebel (Ukraine)', 'Ministry (Madagascar)', 'Delyan Peevski', 'Interfax', 'Police (Benin)']"
115,Majid Takht Ravanchi,Praise or endorse,Government (Austria),2014-04-10,"['Progressive Party (Nigeria)', 'Activist (Syria)', 'Interfax', 'High Ranking Military Personnel (Jordan)', 'Dino Melaye', 'Other Authorities / Officials (Egypt)', 'Guinea', 'News Editor (Nigeria)', 'Detainee (Rwanda)', 'Military Personnel - Special (Algeria)']"
116,Police (Australia),Accuse,Citizen (Australia),2014-05-13,"['Robert Hughes', 'Armed Rebel (Turkish Kurds)', 'Citizen (United Kingdom)', 'Xi Jinping', 'Secret Agent (Philippines)', 'Police (Hong Kong)', 'Military (Argentina)', 'Bangladesh Nationalist Party', 'Media (India)', 'Government (Sudan)']"
117,Member of Parliament (Iraq),Make statement,UN Security Council,2014-09-26,"['UN Security Council', 'People Associated with the Opposition (Bahrain)', 'Member of Parliament (India)', 'Laos', 'Citizen (Brazil)', 'Citizen (Greece)', 'Businessperson (Mauritania)', 'Combatant (Iraqi Kurds)', 'Interfax', 'Malawi']"
118,Drug Gang (Mexico),fight with small arms and light weapons,Military (Mexico),2014-03-16,"['Head of Government (China)', 'Ivan Gasparovic', 'William Ruto', 'Trade Union Congress', 'Military Personnel (Paraguay)', 'Colombia', 'Abhisit Vejjajiva', 'Didier Burkhalter', 'Member of the Judiciary (Nigeria)', 'Abdel Fattah Al-Sisi']"
119,Barack Obama,Express intent to meet or negotiate,Citizen (International),2014-01-24,"['Member of Parliament (India)', 'Laos', 'Dmitry Anatolyevich Medvedev', 'Court Judge (Nigeria)', 'Citizen (United Kingdom)', 'Togo', 'Mbhazima Samuel Shilowa', 'Treasury/Finance Ministry (Thailand)', 'Royal Thai Police', 'Serbia']"
120,Aladdin Boroujerdi,Make statement,Iran,2014-02-18,"['Iran', 'Head of Government (South Korea)', 'Government Official (Japan)', 'Court Judge (Kenya)', 'Citizen (South Korea)', 'Media (Saudi Arabia)', 'Nasser Judeh', 'Paul Kagame', 'Ashraf Ghani Ahmadzai', 'Head of Government (China)']"
121,Catherine Ashton,Make statement,ITAR TASS,2014-10-20,"['Military Personnel (France)', 'Milos Zeman', 'Kidnapper (Indonesia)', 'Mary Robinson', 'Citizen (Brazil)', 'Citizen (Venezuela)', 'Asylum Seeker (Chile)', 'Hassan Joho', 'Election Commission (India)', 'Kyoto University']"
122,Abdel Fattah Al-Sisi,Consult,Giorgio Napolitano,2014-11-26,"['Shura Council', 'Giorgio Napolitano', 'Colombia', 'Canada', 'Josh Earnest', 'Michael Sata', 'Other Authorities / Officials (Egypt)', 'Citizen (Tanzania)', 'Governor (Yemen)', 'Shiv Sena']"
123,Court Judge (Nigeria),Reject,Citizen (Nigeria),2014-12-18,"['Citizen (Nigeria)', 'Business (Bulgaria)', 'Massoud Barzani', 'People Associated with the Opposition (Bahrain)', 'Agence France-Presse', 'Human Rights Watch', 'Lawmaker (Indonesia)', 'Boko Haram', 'Abdirahman Ducaale Bayle', 'Member of Parliament (Germany)']"
124,Chuck Hagel,Make statement,Afghanistan,2014-12-06,"['Lawmaker (Indonesia)', 'Agence France-Presse', 'Military (El Salvador)', 'Afghanistan', 'Defense / Security Ministry (Ukraine)', 'Military (North Korea)', 'Raúl Castro', 'Public Prosecutor (Greece)', 'Foreign Affairs (Liberia)', 'City Mayor (Philippines)']"
125,Angola,Praise or endorse,Sudan,2014-01-15,"['Sudan', 'Oleh Lyashko', 'Sergey Kuzhugetovich Shoygu', 'South Sudan', 'Citizen (Bulgaria)', 'Robert Menendez', 'Mikhail Margelov', 'Michael Sata', 'Villager (India)', 'Ministry (Venezuela)']"
126,Mike Pence,Consult,Benjamin Netanyahu,2014-12-29,"['Benjamin Netanyahu', 'Takeshi Onaga', 'Government (Argentina)', 'Other Authorities / Officials (Lebanon)', 'Military Personnel (Afghanistan)', 'Tamar Beruchashvili', 'Head of Government (China)', 'Foreign Affairs (Ukraine)', 'Ministry of Mining (Zimbabwe)', 'Togo']"
127,Citizen (Nigeria),Engage in symbolic act,Ogbeni Rauf Aregbesola,2014-11-27,"['Party of Regions', 'International Government Organizations', 'Bangladesh Nationalist Party', 'Foreign Affairs (Norway)', 'Congress (Philippines)', 'Police (Malaysia)', 'Governor (Papua New Guinea)', 'Member of Parliament (Germany)', 'Martin Stropnický', 'Fumio Kishida']"
128,Arnaud Montebourg,Make statement,France,2014-08-25,"['France', 'Military Personnel (Mali)', 'Combatant (Egypt)', 'Member of Parliament (Australia)', 'Afghanistan', 'Colombia', 'Vietnam', 'Somsavat Lengsava', 'Ma Ying Jeou', 'Philippines']"
129,Police (Portugal),"Arrest, detain, or charge with legal action",Criminal (Portugal),2014-11-24,"['Benazir Bhutto', 'Main Opposition (Fiji)', 'Head of Government (Poland)', 'Business (Russia)', 'Bolivia', 'Defense / Security Ministry (Nigeria)', 'Separatist Leader (Thailand)', 'Foreign Affairs (Italy)', 'Robert Hughes', 'Citizen (Mali)']"
130,African Union,Make a visit,Sudan,2014-05-13,"['Sudan', 'Mouloud Hamrouche', 'Liberal Democratic Party of Russia', 'Tahirul Qadri', 'International Government Organizations', 'Barnaba Marial Benjamin', 'Toomas Hendrik Ilves', 'Jamil Mahuad', 'Angela Merkel', 'Special Rapporteurs of the United Nations']"
131,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),Sudan,2014-04-18,"['Lawyer/Attorney (South Korea)', 'Liyel Imoke', 'Romania', 'Election Commission (Afghanistan)', 'Kisii', 'Democratic Party (Nigeria)', 'Business (Uruguay)', 'Terrorist Leader (Libya)', 'Media Personnel (Australia)', 'Head of Government (South Korea)']"
132,Haider Al-Abadi,Make statement,National Alliance (Iraq),2014-09-12,"['Progressive Party (Nigeria)', 'Cameroon', '""Citizen (Cote d\\\'Ivoire)""', 'South Sudan', 'Military (El Salvador)', 'Raheel Sharif', 'Imran Khan', 'Congress of South African Trade Unions', 'Medical Personnel (Guinea-Bissau)', 'University of Cape Town']"
133,China,Make statement,Thailand,2014-12-24,"['Thailand', 'Government (Kenya)', 'Agence France-Presse', 'Citizen (Bangladesh)', 'Other Authorities / Officials (Nigeria)', 'Afghanistan', 'Military (China)', 'Women (Israel)', 'Member of Parliament (Australia)', 'Theresa May']"
134,UN Security Council,Make a visit,Foreign Affairs (Russia),2014-05-21,"['Foreign Affairs (Russia)', 'Fumio Kishida', 'Settler (Israel)', 'Lawyer/Attorney (Philippines)', 'Military (France)', 'Interfax', 'Ministry (Liberia)', 'Angela Merkel', 'Morgan Tsvangirai', 'Police (Israel)']"
135,Armenia,Consult,Kazakhstan,2014-07-18,"['Kazakhstan', 'Court Judge (Nigeria)', 'Agence France-Presse', 'Business (Bahrain)', 'Detainee (Rwanda)', 'National Anti-Corruption Commission (Thailand)', 'Frank Bainimarama', 'Yemi Osinbajo', 'Ministry (Liberia)', 'Kevin Rudd']"
136,Pham Binh Minh,Consult,Government Official (United States),2014-05-09,"['Government Official (United States)', 'Military Personnel (Bahrain)', 'Sikh (India)', 'Citizen (Bangladesh)', 'Agence France-Presse', 'Foreign Affairs (United States)', 'Ministry (Iran)', 'Ng Eng Hen', 'Chief Court Judge (Angola)', 'Nathan Cirillo']"
137,Other Authorities / Officials (China),"Arrest, detain, or charge with legal action",Men (Philippines),2014-12-03,"['Citizen (Turkey)', 'Viktor Orban', 'Citizen (South Korea)', 'Business (Uruguay)', 'Head of Government (Senegal)', 'Interfax', 'Veterans (United States)', 'Sudan', 'Citizen (Yemen)', 'Gambia']"
138,Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Armed Gang (Afghanistan),2014-11-29,"['Shura Council', 'Morgan Tsvangirai', 'Other Authorities / Officials (Guinea)', 'Legislature (Czech Republic)', 'Cristina Fernández de Kirchner', 'Prayuth Chan-ocha', 'Ahmad Fatfat', 'Greenpeace', 'Malaysia', 'Businessperson (Italy)']"
139,Citizen (Greece),Criticize or denounce,Citizen (Belgium),2014-09-18,"['Associated Press', 'Other Authorities / Officials (Turkey)', 'City Mayor (South Africa)', 'Head of Government (Poland)', 'Northern Ireland', 'Bishop (North Korea)', 'Foreign Affairs (Ukraine)', 'Interfax', 'Head of Government (Qatar)', 'Head of Government (Egypt)']"
140,Israeli Defense Forces,Employ aerial weapons,Hamas,2014-07-09,"['Ministry (France)', 'Emmanuel Eweta Uduaghan', 'Military (Argentina)', 'Legislature (Argentina)', 'Media (Kenya)', 'Gurbanguly Berdymukhammedov', 'Akja Nuberdiyeva', 'Farm Worker (Nigeria)', 'Court Judge (Iraq)', 'Kevin Rudd']"
141,Lawyer/Attorney (Australia),Make statement,Police (Australia),2014-11-25,"['Prayuth Chan-ocha', 'Mikhail Margelov', 'Citizen (Kenya)', 'Member of Parliament (Iraq)', 'Women (Australia)', 'Chuck Hagel', 'Police (Australia)', 'Government (Sweden)', 'Citizen (South Korea)', 'Ma Ying Jeou']"
