,e1,relation,e2,date,predictions
345,Barack Obama,Make a visit,Japan,2014-04-20,"['Japan', 'Barack Obama', 'Fumio Kishida', 'Mohamed Ould Abdel Aziz', 'Police (Burundi)', 'Citizen (India)', 'Governor (India)', 'Main Opposition (Turkey)', 'South Korea', 'Iran']"
346,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-10-30,"['Citizen (Nigeria)', 'Boko Haram', 'Labor Union (Nigeria)', 'Citizen (Botswana)', 'Lawyer/Attorney (Argentina)', 'Clergy (Nigeria)', 'Shura Council', 'Military Personnel (Afghanistan)', 'Gurbanguly Berdymukhammedov', 'Head of Government (India)']"
347,Police (Indonesia),"Arrest, detain, or charge with legal action",Citizen (Indonesia),2014-08-21,"['Citizen (Indonesia)', 'Police (Indonesia)', '""Ministry of Tourism (Cote d\\\'Ivoire)""', 'Kuwait', 'Malaysia', 'Police (Malaysia)', 'Member of the Judiciary (United States)', 'Aceh', 'Lawyer/Attorney (Indonesia)', 'Interfax']"
348,North Korea,Make statement,South Korea,2014-05-19,"['United Arab Emirates', 'South Korea', 'North Korea', 'Ministry (Liberia)', 'Police (Burundi)', 'Business (Bulgaria)', 'François Hollande', 'Afghanistan', 'Lapo Pistelli', 'Head of Government (Brazil)']"
349,Protester (Ukraine),"Protest violently, riot",Police (Ukraine),2014-01-19,"['Foreign Affairs (United States)', 'Protester (Ukraine)', 'Detainee (Lebanon)', 'Democratic Forces for the Liberation of Rwanda', 'Citizen (Turkey)', 'Djoomart Otorbaev', 'Legislature (Argentina)', 'Party Member (Taiwan)', 'Michael Sata', 'Tajikistan']"
350,North Korea,Make optimistic comment,South Korea,2014-02-25,"['North Korea', 'Police (Dominica)', 'China', 'Xi Jinping', 'Citizen (South Korea)', 'Japan', 'Canada', 'Foreign Affairs (United States)', 'Park Won-soon', 'Mexico']"
351,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-11-11,"['Police (Australia)', 'Citizen (Australia)', 'China', 'Police (Philippines)', 'Malaysia', 'Military (Lebanon)', 'New Zealand', 'Thailand', 'South Africa', 'Philippines']"
352,United Arab Emirates,"Arrest, detain, or charge with legal action",Men (United Arab Emirates),2014-06-23,"['Sadayuki Sakakibara', 'Public Courts (Lebanon)', 'United Arab Emirates', 'Military Personnel (Libya)', 'International Court of Justice', 'Raheel Sharif', 'Lawmaker (Argentina)', 'Energy Department/Ministry (Iran)', 'Akja Nuberdiyeva', 'Christian (United States)']"
353,John Kerry,Consult,Sergey Viktorovich Lavrov,2014-12-17,"['Sergey Viktorovich Lavrov', 'Indigenous People (Syria)', 'John Kerry', 'Medical Personnel (Jordan)', 'Citizen (United Kingdom)', 'Election Commission (India)', 'Alexander Stubb', 'Ministry (Bosnia and Herzegovina)', 'Head of Government (Qatar)', 'Party Member (Afghanistan)']"
354,Domestic Affairs (Yemen),Make statement,Nur Ahmad Nikbakht,2014-02-18,"['Domestic Affairs (Yemen)', 'John Paul II', 'Representatives (International)', 'Opposition Supporter (Pakistan)', 'Democratic Party (Nigeria)', 'Military (France)', 'Defense / Security Ministry (Ukraine)', 'Government (Sweden)', 'Labor Union (India)', 'Education (United States)']"
355,Sergey Viktorovich Lavrov,Meet at a 'third' location,John Kerry,2014-11-08,"['John Kerry', 'Business (Bulgaria)', 'Sergey Viktorovich Lavrov', 'Myanmar', 'Cleric (Iraq)', 'International Court of Justice', 'International Government Organizations', 'Ireland', 'Bahrain', 'Head of Government (Egypt)']"
356,Barack Obama,Consult,Benjamin Netanyahu,2014-10-03,"['Benjamin Netanyahu', 'Takeshi Onaga', 'Barack Obama', 'Government (Argentina)', 'Other Authorities / Officials (Lebanon)', 'Military Personnel (Afghanistan)', 'Tamar Beruchashvili', 'Head of Government (China)', 'Foreign Affairs (Ukraine)', 'Ministry of Mining (Zimbabwe)']"
357,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-05-30,"['Police (Australia)', 'Citizen (Australia)', 'China', 'Police (Philippines)', 'Malaysia', 'Military (Lebanon)', 'New Zealand', 'Thailand', 'South Africa', 'Philippines']"
358,Ewald Nowotny,Make statement,Bank (Austria),2014-02-10,"['Tanzania', 'Military Personnel - Special (Mexico)', 'Ewald Nowotny', 'Abdelilah Benkirane', 'Tajikistan', 'United Arab Emirates', 'Labor Union (Ireland)', 'Sudan', 'Chief of Staff (Iraq)', 'Iraq']"
359,Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-05-30,"['John Kerry', 'Sergey Viktorovich Lavrov', 'Inter-Services Intelligence', 'Special Rapporteurs of the United Nations', 'Catherine Ashton', 'Head of Government (Ukraine)', 'Ashraf Ghani Ahmadzai', 'Fumio Kishida', 'Massoud Barzani', 'Middle East']"
360,Police (Hong Kong),Use tactics of violent repression,Protester (Hong Kong),2014-10-19,"['Police (Hong Kong)', 'Prabowo Subianto', 'Other Authorities / Officials (Hong Kong)', 'Military (Hong Kong)', 'Police (Australia)', 'Population (Angola)', 'Alexander Lukashevich', 'Government (Syria)', 'Associated Press', 'Other Authorities / Officials (Egypt)']"
361,Police (United States),Make statement,Mazda,2014-11-27,"['National Security and Intelligence Services', 'Police (United States)', 'Chief Court Judge (Angola)', 'Armed Gang (United States)', 'Police (Canada)', 'Ministry (Malaysia)', 'Scientist (Uganda)', 'Police (Benin)', 'Royal Thai Police', 'Government (France)']"
362,Israeli Defense Forces,Use conventional military force,"Children (Palestinian Territory, Occupied)",2014-10-28,"['Israeli Defense Forces', 'Benjamin Netanyahu', 'Lawyer/Attorney (Zambia)', 'Progressive Party (Nigeria)', '""Uganda People\\\'s Defence Force""', 'Foreign Affairs (Czech Republic)', 'Hamas', 'Mevlut Cavusoglu', 'Ireland', 'Ministry (Iran)']"
363,Police (Hong Kong),Use conventional military force,Protester (Hong Kong),2014-06-14,"['Police (Hong Kong)', 'Ibrahim Hassan Dankwambo', 'Businessperson (Italy)', 'Progressive Movement', 'Ma Ying Jeou', 'Justice Department/Ministery (Libya)', 'Citizen (Bulgaria)', 'Military Personnel - Special (Afghanistan)', 'Military Personnel (Uganda)', 'Eugene Wamalwa']"
364,John Kerry,Consult,Sergey Viktorovich Lavrov,2014-03-29,"['Sergey Viktorovich Lavrov', 'Indigenous People (Syria)', 'John Kerry', 'Medical Personnel (Jordan)', 'Citizen (United Kingdom)', 'Election Commission (India)', 'Alexander Stubb', 'Ministry (Bosnia and Herzegovina)', 'Head of Government (Qatar)', 'Party Member (Afghanistan)']"
365,Tzipi Livni,Consult,Martin Indyk,2014-04-03,"['Tzipi Livni', 'Colombia', 'Ibrahim Hassan Saif', 'Kit Siang', 'Police (Tanzania)', 'Randolph Frederich Rodrigues Alves', 'Businessperson (United Kingdom)', 'Treasury/Finance Ministry (Syria)', 'Military (Vietnam)', 'Presidential Press Service (Nigeria)']"
366,Military (Mozambique),Use conventional military force,Armed Gang (RENAMO),2014-04-28,"['Military (Mozambique)', 'Education (United States)', 'Isaias Afewerki', 'Kazakhstan', 'Thaksin Shinawatra', 'Opposition Supporter (Pakistan)', 'Government (Argentina)', 'Employee (India)', 'Business (Canada)', 'Mohammad Javad Zarif']"
367,Citizen (Australia),Yield,Police (Australia),2014-01-18,"['Lawyer/Attorney (Australia)', 'Criminal (Australia)', 'Citizen (Australia)', 'Employee (Afghanistan)', 'Eugene Wamalwa', 'Member of Legislative (Govt) (Iran)', 'Jeff Seeney', 'Congress of South African Trade Unions', 'Treasury/Finance Ministry (Thailand)', 'Governor (Somalia)']"
368,Police (Hong Kong),Use tactics of violent repression,Protester (Hong Kong),2014-12-12,"['Police (Hong Kong)', 'Prabowo Subianto', 'Other Authorities / Officials (Hong Kong)', 'Military (Hong Kong)', 'Police (Australia)', 'Population (Angola)', 'Alexander Lukashevich', 'Government (Syria)', 'Associated Press', 'Other Authorities / Officials (Egypt)']"
369,Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2014-01-06,"['Police (Australia)', 'Ishaq Dar', 'South Korea', 'China', 'Cabinet / Council of Ministers / Advisors (United States)', 'Japan', 'Julie Bishop', 'Lawyer/Attorney (Australia)', 'Campbell Newman', 'Criminal (Australia)']"
370,Police (Australia),Make an appeal or request,Citizen (Australia),2014-11-27,"['Citizen (Australia)', 'Police (Australia)', '""Citizen (Cote d\\\'Ivoire)""', 'Men (Argentina)', 'Opposition Supporter (Pakistan)', 'Medical Personnel (India)', 'Amnesty International', 'Prayuth Chan-ocha', 'Citizen (United Kingdom)', 'Julie Bishop']"
371,Lawyer/Attorney (Kenya),Make statement,Martin Wambora,2014-05-12,"['Labor and Employment Ministry (Bahrain)', 'Abdelilah Benkirane', 'Lawyer/Attorney (Kenya)', 'Mark Simmonds', 'City Mayor (Croatia)', 'Dinka', 'Ng Eng Hen', 'Displaced Families (Iraq)', 'Dmitry Anatolyevich Medvedev', 'Togo']"
372,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-12-11,"['Citizen (Nigeria)', 'Boko Haram', 'Labor Union (Nigeria)', 'Citizen (Botswana)', 'Lawyer/Attorney (Argentina)', 'Clergy (Nigeria)', 'Shura Council', 'Military Personnel (Afghanistan)', 'Gurbanguly Berdymukhammedov', 'Head of Government (India)']"
373,Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2014-01-06,"['Protester (Paraguay)', 'Military Personnel - Special (Afghanistan)', 'Abdelilah Benkirane', 'Takeshi Onaga', 'Alexander Lukashevich', 'Pakistan Tehreek-e-Insaf', 'Treasury/Finance Ministry (Bangladesh)', 'Afghanistan', 'North Atlantic Treaty Organization', 'Government (Venezuela)']"
374,Police (Sweden),"Arrest, detain, or charge with legal action",Men (Sweden),2014-04-25,"['Police (Sweden)', 'Coalition of the Radical Left', 'Mulikat Akande-Adeola', 'Armed Rebel (Syria)', 'Military Personnel (South Korea)', 'Asang Laol', 'Military Personnel - Special (Mexico)', 'Ilich Ramírez Sánchez', '""Uganda People\\\'s Defence Force""', 'Robert Menendez']"
375,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-06-23,"['Police (Australia)', 'Citizen (Australia)', 'China', 'Police (Philippines)', 'Malaysia', 'Military (Lebanon)', 'New Zealand', 'Thailand', 'South Africa', 'Philippines']"
376,Education Ministry (Iran),Make statement,Education (Iran),2014-10-21,"['Environment Department/Ministry (United States)', 'Education Ministry (Iran)', 'Ministry (Afghanistan)', 'Head of Government (Poland)', 'Xi Jinping', 'United Russia', 'Government (Africa)', 'Citizen (Tanzania)', 'Armed Rebel (Syria)', 'Indigenous People (North Korea)']"
377,Japan,Consult,South Korea,2014-11-16,"['South Korea', 'Japan', 'North Korea', 'Iran', 'China', 'Xi Jinping', 'Kim Jong-Un', 'Canada', 'Foreign Affairs (United States)', 'Cho Tai-young']"
378,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-01-01,"['Citizen (Nigeria)', 'Boko Haram', 'Labor Union (Nigeria)', 'Citizen (Botswana)', 'Lawyer/Attorney (Argentina)', 'Clergy (Nigeria)', 'Shura Council', 'Military Personnel (Afghanistan)', 'Gurbanguly Berdymukhammedov', 'Head of Government (India)']"
379,Thailand,"Arrest, detain, or charge with legal action",Citizen (Thailand),2014-03-16,"['Thailand', 'Combatant (Islamic State of Iraq and the Levant)', 'Citizen (Thailand)', 'Gideon Gono', 'Ireland', 'Prayuth Chan-ocha', 'Military (Thailand)', 'Cabinet / Council of Ministers / Advisors (Thailand)', 'Laos', 'Royal Thai Police']"
380,Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-02-04,"['Citizen (Kenya)', 'City Mayor (South Africa)', 'Police (Kenya)', 'William ole Ntimama', 'Foreign Affairs (Hungary)', 'Macky Sall', 'France', 'Government (Nigeria)', 'Defense / Security Ministry (Angola)', 'Government (South Africa)']"
381,Xi Jinping,Make statement,China,2014-12-06,"['China', 'Citizen (Unidentified State Actor)', 'Xi Jinping', 'Raúl Castro', 'South Africa', 'Ivan Gasparovic', 'Medical Personnel (Jordan)', 'Party Member (Afghanistan)', 'Citizen (Yemen)', 'Emrullah Isler']"
382,Protester (Hong Kong),Demonstrate or rally,Police (Hong Kong),2014-10-07,"['Malawi', 'Protester (Hong Kong)', 'Miguel Ángel Osorio Chong', 'Colombia', 'African Union', 'Macky Sall', 'Congress (Argentina)', 'Foreign Affairs (Russia)', 'Women (Angola)', 'Raúl Castro']"
383,Cabinet / Council of Ministers / Advisors (United States),Consult,Sergey Viktorovich Lavrov,2014-09-26,"['Sergey Viktorovich Lavrov', 'Cabinet / Council of Ministers / Advisors (United States)', 'Indigenous People (Syria)', 'Medical Personnel (Jordan)', 'Citizen (United Kingdom)', 'Election Commission (India)', 'Alexander Stubb', 'Ministry (Bosnia and Herzegovina)', 'Head of Government (Qatar)', 'Party Member (Afghanistan)']"
384,Citizen (Venezuela),Make optimistic comment,Government (Venezuela),2014-04-27,"['Citizen (Venezuela)', 'Member of Parliament (South Africa)', 'Japan', 'Student (Venezuela)', 'Inter-Services Intelligence', 'Chris Murphy', 'Environment Department/Ministry (Jordan)', 'Congress of South African Trade Unions', 'Citizen (Brazil)', 'Malaysia']"
385,Police (Australia),Confiscate property,Citizen (Australia),2014-06-26,"['Police (Australia)', 'Inter-Services Intelligence', 'Businessperson (Czech Republic)', 'Citizen (Australia)', 'Cambodia', 'Governor (Kenya)', 'Men (United States)', 'Vojislav Šešelj', 'Israeli Defense Forces', 'Bhutan']"
386,Protester (Ukraine),"Protest violently, riot",Police (Ukraine),2014-05-08,"['Foreign Affairs (United States)', 'Protester (Ukraine)', 'Detainee (Lebanon)', 'Democratic Forces for the Liberation of Rwanda', 'Citizen (Turkey)', 'Djoomart Otorbaev', 'Legislature (Argentina)', 'Party Member (Taiwan)', 'Michael Sata', 'Tajikistan']"
387,Other Authorities / Officials (Nigeria),Make statement,Education (Nigeria),2014-09-22,"['Other Authorities / Officials (Nigeria)', 'Citizen (Mali)', 'Massoud Barzani', 'Business (Russia)', 'High Ranking Military Personnel (United Kingdom)', 'Ministry (Liberia)', 'Children (Zimbabwe)', 'France', 'Women (Ukraine)', 'Tourist (South Korea)']"
388,China,Express intent to cooperate,South Korea,2014-09-03,"['South Korea', 'China', 'Public Prosecutor (Greece)', 'Military Personnel (Canada)', 'International Monetary Fund', 'Kyoto University', 'North Korea', 'Citizen (South Korea)', 'Iraq', 'Japan']"
389,Catherine Ashton,Consult,Mohammad Javad Zarif,2014-07-03,"['Mohammad Javad Zarif', 'National Council for Peace and Order of Thailand', 'Catherine Ashton', 'Head of Government (India)', 'Morgan Tsvangirai', 'Armenia', 'Armed Gang (Thailand)', 'Cristina Fernández de Kirchner', 'Military (Central African Republic)', 'Sudan']"
390,China,Express intent to cooperate,South Korea,2014-12-09,"['South Korea', 'China', 'Public Prosecutor (Greece)', 'Military Personnel (Canada)', 'International Monetary Fund', 'Kyoto University', 'North Korea', 'Citizen (South Korea)', 'Iraq', 'Japan']"
391,Police (Hong Kong),Criticize or denounce,Protester (Hong Kong),2014-10-18,"['Police (Hong Kong)', 'Ethiopia', 'Main Opposition (Turkey)', 'Somsavat Lengsava', 'Emrullah Isler', 'Protester (Kyrgyzstan)', 'Head of Government (Poland)', 'Detainee (Lebanon)', 'Military (Argentina)', 'Foreign Affairs (United States)']"
392,China,Make pessimistic comment,South Korea,2014-05-20,"['South Korea', 'China', 'Cho Tai-young', 'Government (United States)', 'International Court of Justice', 'Interfax', 'Japan', 'Bhutan', 'North Korea', 'Sudan']"
393,Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-03-11,"['Citizen (Nigeria)', 'Fumio Kishida', 'Government (Nigeria)', 'Afghanistan', 'Lulzim Basha', 'Nigerian Navy', 'Government (Sweden)', 'Citizen (Turkey)', 'Carrie Lam', 'Head of Government (Pakistan)']"
394,Police (Australia),Investigate,Citizen (Australia),2014-10-02,"['Police (Australia)', 'Member of Parliament (Australia)', 'Women (Australia)', 'Citizen (Australia)', 'Police (Indonesia)', 'Lawyer/Attorney (Australia)', 'Police (United States)', 'Fire Brigade (Australia)', 'People Associated with the Opposition (Australia)', 'Businessperson (Australia)']"
395,Vietnam,"Return, release person(s)",Dissident (Vietnam),2014-04-17,"['Vietnam', 'Police (Burundi)', 'Nasser Judeh', 'Gideon Gono', 'Foreign Affairs (Malaysia)', 'Bank (Tajikistan)', 'Sadayuki Sakakibara', 'Other Authorities / Officials (Nigeria)', 'Police (Benin)', 'Indigenous People (Syria)']"
396,Barack Obama,Make a visit,Japan,2014-02-14,"['Japan', 'Barack Obama', 'Fumio Kishida', 'Mohamed Ould Abdel Aziz', 'Police (Burundi)', 'Citizen (India)', 'Governor (India)', 'Main Opposition (Turkey)', 'South Korea', 'Iran']"
397,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-03-09,"['Police (Australia)', 'Citizen (Australia)', 'China', 'Police (Philippines)', 'Malaysia', 'Military (Lebanon)', 'New Zealand', 'Thailand', 'South Africa', 'Philippines']"
398,Foreign Affairs (Russia),Make statement,Edgars Rinkevics,2014-07-22,"['Foreign Affairs (Russia)', 'Djoomart Otorbaev', 'Citizen (Bangladesh)', 'Nuri al-Maliki', 'Labor Union (Nigeria)', 'Citizen (Kenya)', 'Legislature (Italy)', 'China', 'Military Personnel (Uganda)', 'Oommen Chandy']"
399,François Hollande,Meet at a 'third' location,Barack Obama,2014-05-16,"['Head of Government (Brazil)', 'François Hollande', 'Abdelilah Benkirane', 'Barack Obama', 'Defense / Security Ministry (Russia)', 'Web Site (Lithuania)', 'John Momis', 'China', 'National Security and Intelligence Services', 'Prem Tinsulanonda']"
400,Iran,Consult,Islamic Preacher (Iran),2014-04-20,"['Abdirahman Ducaale Bayle', 'Iran', 'Men (Venezuela)', 'M.R. Sharma', 'Islamic Preacher (Iran)', 'Head of Government (Brazil)', 'Armed Gang (Afghanistan)', 'New Zealand', 'City Mayor (Ukraine)', 'Military (France)']"
401,North Korea,Make a visit,South Korea,2014-09-03,"['South Korea', 'North Korea', 'Myanmar', 'Foreign Affairs (Italy)', 'Independent Corrupt Practices Commission', 'Ministry (Tunisia)', 'Inter-Services Intelligence', 'China', 'Xi Jinping', 'Cabinet / Council of Ministers / Advisors (United States)']"
402,Malaysia,"Arrest, detain, or charge with legal action",Men (Malaysia),2014-01-01,"['Malaysia', 'Police (Malaysia)', 'Customs Official (Singapore)', 'Secretariat (Yemen)', 'Luis Beder Herrera', 'Indigenous People (India)', 'High Commission for Refugees', 'Newspaper (Malaysia)', 'Ijaw Youth Council', 'Kapil Sibal']"
403,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-10-08,"['Police (Australia)', 'Citizen (Australia)', 'China', 'Police (Philippines)', 'Malaysia', 'Military (Lebanon)', 'New Zealand', 'Thailand', 'South Africa', 'Philippines']"
404,Imtiaz Sooliman,Make statement,Pierre Korkie,2014-06-11,"['Mary Robinson', 'Police (United States)', 'Imtiaz Sooliman', 'Azubuike Ihejirika', 'Opposition Supporter (Pakistan)', 'Fumio Kishida', 'Thaksin Shinawatra', 'Kyoto University', 'African Union', 'Head of Government (Brazil)']"
405,Barack Obama,Make a visit,Japan,2014-05-02,"['Japan', 'Barack Obama', 'Fumio Kishida', 'Mohamed Ould Abdel Aziz', 'Police (Burundi)', 'Citizen (India)', 'Governor (India)', 'Main Opposition (Turkey)', 'South Korea', 'Iran']"
406,UN Security Council,Rally support on behalf of,Peacekeeping Troop (Pakistan),2014-10-11,"['UN Security Council', 'Envoy (Qatar)', 'Tony Blair', 'Gerhard Schröder', 'Children (Zimbabwe)', 'Arseniy Yatsenyuk', 'Jacob J. Lew', 'Other Authorities / Officials (Philippines)', 'Ethnic Group (Afghanistan)', 'Citizen (Malaysia)']"
407,Court Judge (India),Ease administrative sanctions,Citizen (India),2014-06-07,"['Court Judge (India)', 'Citizen (India)', 'Citizen (Turkey)', 'Ministry (Czech Republic)', 'Head of Government (Ukraine)', 'Raheel Sharif', 'Evangelos Venizelos', 'South Africa', 'Election Commission (India)', 'Royal Administration (Spain)']"
408,Abdullah Abdullah,Accuse,Ashraf Ghani Ahmadzai,2014-06-23,"['Abdullah Abdullah', 'Company - Owner or Operator (Nigeria)', 'Head of Government (Ukraine)', 'Protester (Ukraine)', 'Legislature (Turkey)', 'Mexico', 'Pope Francis', 'Mohammad Mohaqiq', 'Baron Waqa', 'Cameroon']"
409,Police (Indonesia),"Arrest, detain, or charge with legal action",Men (Indonesia),2014-12-29,"['Somsavat Lengsava', 'Police (Indonesia)', 'Other Authorities / Officials (Romania)', 'Afghanistan', 'Foreign Affairs (Czech Republic)', 'Malaysia', 'Police (Brunei)', 'Sharia Court (Indonesia)', 'Ministry (Norfolk Island)', 'Royal Administration (Spain)']"
410,Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-27,"['Ashraf Ghani Ahmadzai', 'Abdullah Abdullah', 'Bhutan', 'Alexander Stubb', 'Amnesty International', 'Uhuru Muigai Kenyatta', 'Government (South Africa)', 'Municipal Court (Czech Republic)', 'Fire Brigade (Australia)', 'Simbarashe Mumbengegwi']"
411,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-11-21,"['Police (Australia)', 'Citizen (Australia)', 'China', 'Police (Philippines)', 'Malaysia', 'Military (Lebanon)', 'New Zealand', 'Thailand', 'South Africa', 'Philippines']"
412,South Korea,Accuse,North Korea,2014-12-20,"['Businessperson (Italy)', 'Ministry (South Korea)', 'South Korea', 'Armenia', 'Civic Group (India)', 'Royal Thai Police', 'Military (Argentina)', 'Japan', 'Joseph Sinde Warioba', 'High Ranking Military Personnel (United Kingdom)']"
413,Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-05-08,"['Chuck Hagel', 'Citizen (Nigeria)', 'Treasury/Finance Ministry (Bangladesh)', 'Business (Russia)', 'Member of the Judiciary (Nigeria)', 'Public Prosecutor (Greece)', 'Other Authorities / Officials (Turkey)', 'Mouloud Hamrouche', 'Presidential Press Service (Nigeria)', 'Viktor Orban']"
414,Police (Kenya),Make pessimistic comment,Citizen (Kenya),2014-02-20,"['Citizen (Kenya)', 'Criminal (Philippines)', 'Police (Kenya)', 'Oversight Court (Azerbaijan)', 'Special Rapporteurs of the United Nations', 'Lulzim Basha', 'Amit Shah', 'Peter Greste', 'Medical Personnel (Jordan)', 'Barack Obama']"
415,Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-04-03,"['Police (Egypt)', 'Military Personnel - Special (Mexico)', 'Military (Central African Republic)', 'Royal Administration (Spain)', 'Kyoto University', 'The Hague', 'Evangelos Venizelos', 'Ministry (Egypt)', 'Government Official (United Kingdom)', 'National Intelligence Bureau (China)']"
416,Government (Kenya),"Accuse of crime, corruption",Citizen (Kenya),2014-01-26,"['Government (Kenya)', 'Legislature (Argentina)', 'Abdirahman Ducaale Bayle', 'Kuwait', 'Citizen (Kenya)', 'Presidential Press Service (Nigeria)', 'Representatives (Slovakia)', 'Defense / Security Ministry (Nigeria)', 'Men (India)', 'Other Authorities / Officials (Romania)']"
417,Education (Israel),Engage in diplomatic cooperation,Professor (Israel),2014-09-29,"['Education (Israel)', 'Mohammad Javad Zarif', 'Treasury/Finance Ministry (Thailand)', 'Medical Personnel (Nigeria)', 'Cabinet / Council of Ministers / Advisors (Australia)', 'Arseniy Yatsenyuk', 'Men (Jordan)', 'Terrorist Leader (Boko Haram)', 'Ricardo Alarcón de Quesada', 'Serbia']"
418,Citizen (India),fight with small arms and light weapons,Company - Owner or Operator (India),2014-11-07,"['Citizen (India)', 'Employee (India)', 'Treasury/Finance Ministry (Thailand)', 'Party Member (United Kingdom)', 'Greenpeace', 'Megawati Sukarnoputri', 'Ministry (Iran)', 'Treasury/Finance Ministry (Bangladesh)', 'Bahrain', 'Men (India)']"
419,Xi Jinping,Make statement,China,2014-08-03,"['China', 'Citizen (Unidentified State Actor)', 'Xi Jinping', 'Raúl Castro', 'South Africa', 'Ivan Gasparovic', 'Medical Personnel (Jordan)', 'Party Member (Afghanistan)', 'Citizen (Yemen)', 'Emrullah Isler']"
420,Abdullah Abdullah,Accuse,Ashraf Ghani Ahmadzai,2014-09-15,"['Abdullah Abdullah', 'Company - Owner or Operator (Nigeria)', 'Head of Government (Ukraine)', 'Protester (Ukraine)', 'Legislature (Turkey)', 'Mexico', 'Pope Francis', 'Mohammad Mohaqiq', 'Baron Waqa', 'Cameroon']"
421,Xi Jinping,Make statement,China,2014-05-01,"['China', 'Citizen (Unidentified State Actor)', 'Xi Jinping', 'Raúl Castro', 'South Africa', 'Ivan Gasparovic', 'Medical Personnel (Jordan)', 'Party Member (Afghanistan)', 'Citizen (Yemen)', 'Emrullah Isler']"
422,Arseniy Yatsenyuk,Make statement,Ukrinform,2014-06-16,"['Muhammadu Buhari', 'Arseniy Yatsenyuk', 'Military (United Kingdom)', 'Abu Sayyaf', 'Manuel Nunes Júnior', 'Military Personnel (India)', 'Ahmad Fatfat', 'Legislature (Serbia)', 'Julie Bishop', 'Media (India)']"
423,South Korea,Meet at a 'third' location,Japan,2014-05-31,"['Robert Hughes', 'Cameroon', 'South Korea', '""Citizen (Cote d\\\'Ivoire)""', 'National Anti-Corruption Commission (Thailand)', 'Iraq', 'Pervez Musharraf', 'International Court of Justice', 'Criminal (Tanzania)', 'International Monetary Fund']"
424,John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-08-10,"['John Kerry', 'National Anti-Corruption Commission (Thailand)', 'Abdel Fattah Al-Sisi', 'Jose Mario Vaz', 'Colombia', 'Chief of Staff (Tunisia)', 'Citizen (Namibia)', 'Fumio Kishida', 'Cabinet / Council of Ministers / Advisors (United States)', 'Federica Mogherini']"
425,Citizen (Nigeria),Occupy territory,Government (Nigeria),2014-07-17,"['Citizen (Nigeria)', 'Government (Nigeria)', 'Raheel Sharif', 'Kyoto University', 'Office of the United Nations High Commissioner for Human Rights', 'Government Official (Japan)', 'Armed Rebel (Turkish Kurds)', 'Head of Government (Poland)', 'Liyel Imoke', 'Foreign Affairs (Czech Republic)']"
426,Arseniy Yatsenyuk,Make statement,Ukrinform,2014-10-01,"['Muhammadu Buhari', 'Arseniy Yatsenyuk', 'Military (United Kingdom)', 'Abu Sayyaf', 'Manuel Nunes Júnior', 'Military Personnel (India)', 'Ahmad Fatfat', 'Legislature (Serbia)', 'Julie Bishop', 'Media (India)']"
427,Iran,Consult,Islamic Preacher (Iran),2014-04-27,"['Abdirahman Ducaale Bayle', 'Iran', 'Men (Venezuela)', 'M.R. Sharma', 'Islamic Preacher (Iran)', 'Head of Government (Brazil)', 'Armed Gang (Afghanistan)', 'New Zealand', 'City Mayor (Ukraine)', 'Military (France)']"
428,South Korea,Host a visit,North Korea,2014-10-19,"['South Korea', 'North Korea', 'Head of Government (Egypt)', 'Company - Owner or Operator (Italy)', 'Iran', 'China', 'Myanmar', 'Vietnam', 'Laos', 'The Hague']"
429,Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-06-17,"['Citizen (Kenya)', 'City Mayor (South Africa)', 'Police (Kenya)', 'William ole Ntimama', 'Foreign Affairs (Hungary)', 'Macky Sall', 'France', 'Government (Nigeria)', 'Defense / Security Ministry (Angola)', 'Government (South Africa)']"
430,Government (Nigeria),Provide aid,Citizen (Nigeria),2014-09-01,"['Citizen (Nigeria)', 'Government (Nigeria)', 'Ministry (Venezuela)', 'Nigerian Bar Association', 'François Hollande', 'Vietnam', 'Treasury/Finance Ministry (Bangladesh)', 'János Áder', 'Vitali Klitschko', 'Foreign Affairs (Russia)']"
