,e1,relation,e2,date,predictions
84,Pakistan Tehreek-e-Insaf,Make an appeal or request,Government (Pakistan),2014-01-28,"['Xi Jinping', 'New Zealand', 'Lawyer/Attorney (Argentina)', 'Bangladesh Nationalist Party', 'Activist (Syria)', 'Foreign Affairs (Italy)', 'Head of Government (China)', 'Justicialist Party', 'Pakistan Tehreek-e-Insaf', 'Education (United States)']"
85,Ministry (Nigeria),Make statement,Government (Nigeria),2014-11-19,"['European Central Bank', 'Kuwait', 'Court Judge (Iraq)', 'Abdirahman Ducaale Bayle', 'Military (Turkey)', 'Ministry (Nigeria)', 'Businessperson (Italy)', 'Education (United States)', 'Legislature (Lebanon)', 'Development Council (Nigeria)']"
86,Ram Paswan,Make an appeal or request,Citizen (India),2014-05-04,"['Military Personnel (Paraguay)', 'Massoud Barzani', 'Doctors Without Borders', 'Other Authorities / Officials (Mauritania)', 'Yemi Osinbajo', 'Government (Angola)', 'Mexico', 'Media Personnel (Namibia)', 'Royal Administration (Spain)', 'Media Personnel (Poland)']"
87,Fumio Kishida,Praise or endorse,Didier Burkhalter,2014-02-04,"['Moro Islamic Liberation Front', 'Barnaba Marial Benjamin', 'Fumio Kishida', 'Boko Haram', 'Joseph Robinette Biden', 'Lawmaker (Indonesia)', '""Uganda People\'s Defence Force""', 'János Áder', 'Party Member (Thailand)', 'Militant (International)']"
88,Head of Government (China),Appeal for diplomatic cooperation (such as policy support),Myanmar,2014-11-14,"['People Associated with the Opposition (Russia)', 'Head of Government (China)', 'Shura Council', 'Military (Russia)', 'Other Authorities / Officials (Turkey)', 'Media Personnel (Iran)', 'Adams Oshiomhole', 'Government (Africa)', 'Prem Tinsulanonda', 'Head of Government (Kenya)']"
89,International Monetary Fund,Make statement,Slovenia,2014-01-17,"['Legislature (Italy)', 'International Monetary Fund', 'United Russia', 'Citizen (South Korea)', 'Shiv Sena', 'Militant (Yemen)', 'Macky Sall', 'Other Authorities / Officials (Turkey)', 'Government (Palestinian Territory', 'Occupied)', 'Laos']"
90,Abdel Fattah Al-Sisi,Sign formal agreement,Xi Jinping,2014-12-23,"['Nasser Judeh', 'Interfax', 'Abdel Fattah Al-Sisi', 'Canada', 'Head of Government (Brazil)', 'Kevin Rudd', 'Kyoto University', 'Ronald Plasterk', 'Police (United States)', 'Poland']"
91,Philippines,"Arrest, detain, or charge with legal action",University of the Philippines,2014-08-10,"['Barnaba Marial Benjamin', 'Party Member (United Kingdom)', 'Philippines', 'Nasser Judeh', 'Morgan Tsvangirai', 'Military (Turkey)', 'Military (United Kingdom)', 'Military (South Sudan)', 'Chief of Staff (French Air Force)', 'Preacher (Iran)']"
92,Iraq,Host a visit,Nuri al-Maliki,2014-06-13,"['Baron Waqa', 'Special Rapporteurs of the United Nations', 'Progressive Party (Nigeria)', 'Joseph Robinette Biden', 'Abdullah Gül', 'Frank Bainimarama', 'The Standard', 'Interfax', 'Election Commission (India)', 'Iraq']"
93,Rights Activist (United States),Praise or endorse,China,2014-06-25,"['Simon Khaya Moyo', 'Armed Gang (Mexico)', 'Mauritania', 'Military Personnel (Canada)', 'Ministry (Tunisia)', 'Police (Canada)', 'Prime Minister Chaudhry', 'Michael D. Higgins', 'Military (Lebanon)', 'Protester (Pakistan)']"
94,Kashim Shettima,Make statement,Government (Nigeria),2014-04-04,"['Head of Government (Afghanistan)', 'North Atlantic Treaty Organization', 'Mikhail Margelov', 'Simon Khaya Moyo', 'Militant (Syria)', 'Women (Angola)', 'Democratic Party (Nigeria)', 'Foreign Affairs (Venezuela)', 'Reuven Rivlin', 'Education Ministry (United Arab Emirates)']"
95,Police (South Korea),"Arrest, detain, or charge with legal action",Citizen (South Korea),2014-06-22,"['Citizen (South Korea)', 'Defense / Security Ministry (Nigeria)', 'Slovenia', 'People Associated with the Opposition (Niger)', 'Labor Union (Nigeria)', 'Domestic Affairs (Yemen)', 'Combatant (Egypt)', 'Armed Forces of the Republic of Armenia', 'Police (South Korea)', 'Education Ministry (United Arab Emirates)']"
96,Police (Australia),Confiscate property,Citizen (Australia),2014-08-01,"['Citizen (Australia)', 'Angola', 'Nasser Judeh', 'National Anti-Corruption Commission (Thailand)', 'Media Personnel (Australia)', 'Head of Government (Mexico)', 'Police (Australia)', 'Legislature (Argentina)', 'Women (Australia)', 'Criminal (Australia)']"
97,Benjamin Netanyahu,Consult,John Kerry,2014-07-24,"['Benjamin Netanyahu', 'Khalid bin Ali Al Khalifa', 'Togo', 'Djoomart Otorbaev', 'Military Personnel (Afghanistan)', 'Tamar Beruchashvili', 'Other Authorities / Officials (Lebanon)', 'Joseph Ole Lenku', 'Party Member (United Kingdom)', 'Court Judge (Iraq)']"
98,Lawyer/Attorney (Argentina),Investigate,Lazarus Baez,2014-07-28,"['Foreign Affairs (Venezuela)', 'Lawyer/Attorney (Argentina)', 'Dinka', 'Police (Philippines)', 'Citizen (Cape Verde)', 'Military Personnel - Special (Mexico)', 'Viktor Orban', 'Court Judge (Nigeria)', 'Canada', 'Michael Sata']"
99,Labor Union (Philippines),Accuse,Member of Parliament (Philippines),2014-11-24,"['Zakariya Ismail Ahmed Hersi', 'Mohamed Ould Abdel Aziz', 'Evangelos Venizelos', 'Democratic Party', 'Massoud Barzani', 'Party Member (Bolivia)', 'Military (Myanmar)', 'Civil Servant (Thailand)', 'Kivutha Kibwana', 'Lawyer/Attorney (Egypt)']"
100,Government (Syria),Sign formal agreement,Armed Rebel (Syria),2014-05-02,"['Armed Rebel (Syria)', 'Kim Jong-Un', 'Democratic Forces for the Liberation of Rwanda', 'Foreign Affairs (Venezuela)', 'Congress of South African Trade Unions', 'Colombia', 'Massoud Barzani', 'Daniela Bobeva', 'Men (Pakistan)', 'Ryoo Kihl-jae']"
101,Local Media (Argentina),Consult,Daniel Scioli,2014-12-05,"['Government (Argentina)', 'Nuri al-Maliki', 'Toomas Hendrik Ilves', 'Veterans (Croatia)', 'Morgan Tsvangirai', 'Formosa Plastics', 'Secret Agent (Philippines)', 'Government (Nigeria)', 'Head of Government (Pakistan)', 'Djibouti']"
102,Mulatu Teshome,Make statement,Ethiopia,2014-08-25,"['Philip Boedoro', 'Women (Angola)', 'Kim Jong-Un', 'Defense / Security Ministry (Ukraine)', 'Government (Nigeria)', 'Mulatu Teshome', 'Alexander Lukashevich', 'Radimir Čačić', 'Military Personnel (Afghanistan)', 'Robert Hughes']"
103,Nguyen Phu Trong,Make a visit,Vietnam,2014-08-29,"['Citizen (Brazil)', 'Morgan Tsvangirai', 'Nguyen Phu Trong', 'Barnaba Marial Benjamin', 'Evangelos Venizelos', 'Military Personnel (Nigeria)', 'Citizen (India)', 'Ministry (Czech Republic)', 'Khalid bin Ali Al Khalifa', 'Chief Court Judge (Malaysia)']"
104,Murderer (Nigeria),Kill by physical assault,Citizen (Nigeria),2014-01-13,"['Enrico Letta', 'Government (Sweden)', 'Citizen (Cape Verde)', 'Defense / Security Ministry (Russia)', 'Kuwait', 'Insurgent (Afghanistan)', 'Information / Communication / Transparency Ministry (Jordan)', 'Sudan', 'Business (Poland)', 'Businessperson (United Kingdom)']"
105,Oluṣẹgun Ọbasanjọ,Cooperate economically,African Union,2014-11-19,"['Agence France-Presse', 'Insurgent (Cameroon)', 'Mevlut Cavusoglu', 'Media (India)', 'Member of the Judiciary (Bangladesh)', 'Political Parties (Lebanon)', 'Svoboda', 'Tamar Beruchashvili', 'France', 'Media (Pakistan)']"
106,Member of Parliament (India),Make statement,Planning Commission (India),2014-08-17,"['Police (Tanzania)', 'UN Security Council', 'Environment Department/Ministry (Jordan)', 'Military Personnel (Mali)', 'Defense / Security Ministry (Italy)', 'North Atlantic Treaty Organization', 'The Hague', 'North Korea', 'János Áder', 'Afghanistan']"
107,Catherine Ashton,Consult,Iran,2014-04-07,"['Catherine Ashton', 'Head of Government (Afghanistan)', 'Employee (Jordan)', 'Foreign Affairs (United States)', 'Hemant Soren', 'National Anti-Corruption Commission (Thailand)', 'Indigenous People (Thailand)', 'Nuri al-Maliki', 'Togo', 'Bank (Iran)']"
108,China,Make an appeal or request,Media (Spain),2014-05-22,"['China', 'South Africa', 'Sadayuki Sakakibara', 'Daniel Mitov', 'Government (Argentina)', 'Head of Government (Egypt)', 'Militant (International)', 'Ministry of Shipping (India)', 'Viktor Orban', 'Foreign Affairs (Italy)']"
109,Ministry (Philippines),Express intent to meet or negotiate,Philippines,2014-07-29,"['Children (Philippines)', 'Abdul Aziz', 'Head of Government (Bulgaria)', 'Education (United States)', 'Ireland', 'Military (Turkey)', 'Yemi Osinbajo', 'Head of Government (Costa Rica)', 'Legislature (Czech Republic)', 'Criminal (Guatemala)']"
110,Lawyer/Attorney (United Kingdom),Investigate,Citizen (United Kingdom),2014-08-13,"['Kuwait', 'Muhammadu Buhari', 'Maithripala Sirisena', 'Member of the Judiciary (United Kingdom)', 'Government (South Africa)', 'Ministry (Norfolk Island)', 'Armed Forces of the Republic of Armenia', 'Lawyer/Attorney (United Kingdom)', 'Murtala Nyako', 'Gen Prayut Chan-o-cha']"
111,Business (Iran),Make statement,Afghanistan,2014-08-13,"['Citizen (Indonesia)', 'Tanzania', 'Liberal Democratic Party of Russia', 'High Ranking Military Personnel (Jordan)', 'Military (Niger)', 'Imran Khan', 'People Associated with the Opposition (Bahrain)', 'Kim Jong-Un', 'Fire Brigade (Australia)', 'Citizen (Venezuela)']"
112,Emeka Ihedioha,Express intent to cooperate,Citizen (Nigeria),2014-06-16,"['Tuvalu', 'South Africa', 'Government (Sweden)', 'Military Personnel (Afghanistan)', 'Dino Bouterse', 'Other Authorities / Officials (Zimbabwe)', 'Aristide Sokambi', 'Other Authorities / Officials (Nigeria)', 'Azubuike Ihejirika', 'Royal Administration (Spain)']"
113,Iraq,Provide aid,Foreign Affairs (Russia),2014-04-09,"['Iraq', 'Special Rapporteurs of the United Nations', 'Botswana', 'Philip Hammond', 'Takeshi Onaga', 'Victoria Nuland', 'Eugene Wamalwa', 'Ministry (Czech Republic)', '""Awami (People\'s) League""', 'Federica Mogherini']"
114,Kamalesh Sharma,Praise or endorse,Government (Nigeria),2014-07-31,"['Philippines', 'Military (El Salvador)', 'Treasury/Finance Ministry (Thailand)', 'Kamalesh Sharma', 'Citizen (Brazil)', 'Head of Government (Mongolia)', 'Election Commission (India)', 'Hafiz Rashid', 'National United Front for Democracy Against Dictatorship', 'Businessperson (Italy)']"
115,Government (Nigeria),Cooperate economically,Boko Haram,2014-10-24,"['Head of Government (China)', 'Sergey Kuzhugetovich Shoygu', 'Tajikistan', 'Government (Nigeria)', 'Michael Sata', 'Shura Council', 'Lawyer/Attorney (Argentina)', 'Member of Parliament (Iran)', 'Rosa Pacavira', 'Farm Worker (Nigeria)']"
116,Baldev Singh,Complain officially,Citizen (India),2014-06-02,"['Media Personnel (Sierra Leone)', 'Tanzania', 'Head of Government (Egypt)', 'Court Judge (Iraq)', 'Court Judge (Yemen)', 'Preacher (France)', 'Bukola Saraki', 'South Africa', 'Citizen (Nigeria)', 'Party Member (Bolivia)']"
117,Ministry (Kuwait),Host a visit,Ona,2014-03-22,"['New Zealand', 'High Commission for Refugees', 'Simbarashe Mumbengegwi', 'Somsavat Lengsava', 'Student (Venezuela)', 'Military (Mozambique)', 'Media (Zimbabwe)', 'People Associated with the Opposition (Mauritania)', 'Benjamin Netanyahu', 'Michael D. Higgins']"
118,North Atlantic Treaty Organization,Employ aerial weapons,Afghanistan,2014-10-13,"['Indigenous People (Greece)', 'Government Official (Japan)', 'Kisii', 'European Central Bank', 'Legislature (Iraq)', 'Military Personnel (Kenya)', 'Greenpeace', 'Militant (Turkey)', 'Massoud Barzani', 'Thailand']"
119,Other Authorities / Officials (Nigeria),Make statement,Government (Nigeria),2014-11-28,"['Moro Islamic Liberation Front', 'Ministry (Iran)', 'Chris Murphy', 'Special Rapporteurs of the United Nations', 'Maldives', 'Thailand', 'William Ruto', 'Akja Nuberdiyeva', 'Muslim (Nigeria)', 'International Court of Justice']"
120,Pham Binh Minh,Consult,Foreign Affairs (Slovakia),2014-03-27,"['Mouloud Hamrouche', 'Nicos Anastasiades', 'Protester (Thailand)', 'Pham Binh Minh', 'Ivan Gasparovic', 'Member of Legislative (Govt) (Kenya)', 'News Editor (Niger)', 'Xi Jinping', 'Reserve Personnel (Iran)', 'Combatant (Islamic State of Iraq and the Levant)']"
121,United Arab Emirates,Express intent to release persons or property,Qatar,2014-11-16,"['United Arab Emirates', 'Head of Government (Brazil)', 'Emmanuel Eweta Uduaghan', 'Citizen (Brazil)', 'Governor (Venezuela)', 'Population (Kenya)', 'Military Personnel (Afghanistan)', 'Armenia', 'Kapil Sibal', 'Population (Angola)']"
122,Majid Takht Ravanchi,Praise or endorse,Government (Austria),2014-04-10,"['Majid Takht Ravanchi', 'Kuwait', 'Barack Obama', 'Head of Government (Mexico)', 'Toomas Hendrik Ilves', 'Militant (International)', 'Mohamed Ould Abdel Aziz', 'Other Authorities / Officials (Romania)', 'European Central Bank', 'Malaysia']"
123,Police (Australia),Accuse,Citizen (Australia),2014-05-13,"['Arseniy Yatsenyuk', 'City Mayor (Philippines)', 'Cameroon', 'Vietnam', 'Military Academy (North Korea)', 'Djibouti', 'People Associated with the Opposition (Bahrain)', 'Citizen (Australia)', 'France', 'Opposition Supporter (India)']"
124,Member of Parliament (Iraq),Make statement,UN Security Council,2014-09-26,"['Morgan Tsvangirai', 'Member of Parliament (Germany)', 'Head of Government (Ukraine)', 'Health Ministry (Nigeria)', 'Takeshi Onaga', 'Police (Australia)', 'Police (Philippines)', 'Poland', '""Uganda People\'s Defence Force""', 'Ministry (Iran)']"
125,Drug Gang (Mexico),fight with small arms and light weapons,Military (Mexico),2014-03-16,"['People Associated with the Opposition (Bahrain)', 'Afghanistan', '""Uganda People\'s Defence Force""', 'Bhupinder Singh Hooda', 'High Commission for Refugees', 'John Major', 'Ombudsman (Georgia)', 'Police (New Zealand)', 'Alexander Lukashevich', 'Hassan Joho']"
126,Barack Obama,Express intent to meet or negotiate,Citizen (International),2014-01-24,"['Party Member (Afghanistan)', 'Foreign Affairs (Ukraine)', 'Barack Obama', 'Police (Sudan)', 'Raheel Sharif', 'Ministry (Liberia)', 'African Union', 'Tsai Ing-wen', 'Women (Angola)', 'Labor Union (Nigeria)']"
127,Aladdin Boroujerdi,Make statement,Iran,2014-02-18,"['Israeli Defense Forces', 'Head of Government (Poland)', 'Militant (Turkey)', 'Customs Official (Singapore)', 'Armenia', 'The Standard', 'Military Personnel (Bahrain)', 'Sudan', 'Military Personnel (India)', 'Myanmar']"
128,Catherine Ashton,Make statement,ITAR TASS,2014-10-20,"['Catherine Ashton', 'Newspaper (Japan)', 'Government (Palestinian Territory', 'Occupied)', 'Indigenous People (North Korea)', 'Head of Government (India)', 'Defense / Security Ministry (Italy)', 'Colombia', 'Cabinet / Council of Ministers / Advisors (United States)', 'Mevlut Cavusoglu', 'Frank Mba']"
129,Abdel Fattah Al-Sisi,Consult,Giorgio Napolitano,2014-11-26,"['Abdel Fattah Al-Sisi', 'Priest (Holy See (Vatican City State))', 'Guy Ryder', 'Citizen (Chechnya)', 'Eli Yishai', 'Military Personnel - Special (Algeria)', 'Ministry (Bosnia and Herzegovina)', 'Kevin Rudd', 'Newspaper (Japan)', 'Media Personnel (France)']"
130,Court Judge (Nigeria),Reject,Citizen (Nigeria),2014-12-18,"['Ministry (Zimbabwe)', 'Business (Bulgaria)', 'Mohammad Ali Najafi', 'Business (Indonesia)', 'Court Judge (Nigeria)', 'Foreign Affairs (Venezuela)', 'Independent Corrupt Practices Commission', 'National Council for Peace and Order of Thailand', 'Education Ministry (Iran)', 'Muslim (United Kingdom)']"
131,Chuck Hagel,Make statement,Afghanistan,2014-12-06,"['Head of Government (Egypt)', 'Opposition Supporter (India)', 'Cabinet / Council of Ministers / Advisors (United States)', 'Lawyer/Attorney (Turkey)', 'Joseph Stiglitz', 'Head of Government (Poland)', 'Criminal (Tanzania)', 'Men (India)', 'Kyoto University', 'Chuck Hagel']"
132,Angola,Praise or endorse,Sudan,2014-01-15,"['Angola', 'Congress of South African Trade Unions', 'People Associated with the Opposition (Bahrain)', 'Armed Rebel (Syria)', 'Naval Base (India)', 'Party Member (Thailand)', 'Scientist (Russia)', 'Information Ministry (India)', 'Human Rights Watch', 'Business (Canada)']"
133,Mike Pence,Consult,Benjamin Netanyahu,2014-12-29,"['Mike Pence', 'Yair Lapid', 'Sadayuki Sakakibara', 'Hamas', 'Fumio Kishida', '""Citizen (Cote d\'Ivoire)""', 'News Editor (Russia)', 'Police (Indonesia)', 'Treasury/Finance Ministry (Czech Republic)', 'Gazprom']"
134,Citizen (Nigeria),Engage in symbolic act,Ogbeni Rauf Aregbesola,2014-11-27,"['Foreign Affairs (Italy)', 'Angola', 'Rauf Aregbesola', 'Militant (Nigeria)', 'Government (Nigeria)', 'Newspaper (Japan)', 'Other Authorities / Officials (Guinea)', 'Citizen (Nigeria)', 'European Central Bank', 'Head of Government (Mexico)']"
135,Arnaud Montebourg,Make statement,France,2014-08-25,"['Police (Kyrgyzstan)', 'Men (Pakistan)', 'Takeshi Onaga', 'Jose Mario Vaz', 'France', 'Environment Department/Ministry (Ukraine)', 'Citizen (Turkey)', 'Jakaya Mrisho Kikwete', 'Lawmaker (Argentina)', 'Xi Jinping']"
136,Citizen (Tanzania),Make an appeal or request,Tanzania Investment Centre,2014-07-22,"['Citizen (Tanzania)', 'Other Authorities / Officials (Zimbabwe)', 'International Court of Justice', 'Women (Israel)', 'Head of Government (Egypt)', 'Government (Georgia)', 'Media (Kenya)', 'Airline (Canada)', 'Coalition of the Radical Left', 'Angela Merkel']"
137,Police (Portugal),"Arrest, detain, or charge with legal action",Criminal (Portugal),2014-11-24,"['Military Personnel (Afghanistan)', 'Congress (Philippines)', 'Foreign Affairs (United States)', 'Detainee (Rwanda)', 'Protester (Paraguay)', '""Awami (People\'s) League""', 'Shivraj Patil', 'Military Personnel (Angola)', 'Mohammad Javad Zarif', 'Men (United Kingdom)']"
138,African Union,Make a visit,Sudan,2014-05-13,"['Military Personnel (India)', 'UN Security Council', 'François Hollande', 'Amit Shah', 'Media (India)', 'Jean-Yves Le Drian', 'Head of Government (Egypt)', 'Police (Belgium)', 'Rana Sanaullah', 'African Union']"
139,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),Sudan,2014-04-18,"['""Uganda People\'s Defence Force""', 'Vietnam', 'Detainee (Rwanda)', 'Svoboda', 'Agence France-Presse', 'Iraq', 'Other Authorities / Officials (Mexico)', 'Police (Bulgaria)', 'Pierre Laurent', 'National Anti-Corruption Commission (Thailand)']"
140,Haider Al-Abadi,Make statement,National Alliance (Iraq),2014-09-12,"['""Citizen (Cote d\'Ivoire)""', 'Ijaw Youth Council', 'Transport (China)', 'Ministry (Liberia)', 'Naglis Puteikis', 'City Mayor (South Africa)', 'Head of Government (Ukraine)', 'Nabih Berri', 'Naval Base (India)', 'Legislature (China)']"
141,China,Make statement,Thailand,2014-12-24,"['China', 'Angela Merkel', 'Nuri al-Maliki', 'Head of Government (Egypt)', 'Andrej Kiska', 'International Monetary Fund', 'Foreign Affairs (Venezuela)', 'Foreign Affairs (Malaysia)', 'Ministry (Liberia)', 'Agence France-Presse']"
142,UN Security Council,Make a visit,Foreign Affairs (Russia),2014-05-21,"['UN Security Council', 'Men (United Kingdom)', 'Constitutional Court (Romania)', 'Djibouti', '""Uganda People\'s Defence Force""', 'Bhutan', 'Energy Department/Ministry (Iran)', 'Chibuike Rotimi Amaechi', 'Mexico', 'Fire Brigade (Australia)']"
